Building,Neighbourhood,Address,City,Listing,Bed,Bath,SqFt,Price,Pets,Latitude,Longitude,Date,Controlled Access,Fitness Center,Outdoor Space,Residents Lounge,Roof Deck,Storage,Swimming Pool,Air Conditioning,Balcony,Furnished,Hardwood Floor,High Ceilings,In Unit Laundry
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,A1 One Bedroom,1,1.0,483,2599,1,43.65162672443693,-79.3558931318249,2023-12-01 11:43:13,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,A1 One Bedroom,1,1.0,483,2599,1,43.65162672443693,-79.3558931318249,2023-12-01 11:43:13,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,A1 One Bedroom,1,1.0,483,2599,1,43.65162672443693,-79.3558931318249,2023-12-01 11:43:13,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,A1 One Bedroom,1,1.0,483,2599,1,43.65162672443693,-79.3558931318249,2023-12-01 11:43:13,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,A1 One Bedroom,1,1.0,483,2604,1,43.65162672443693,-79.3558931318249,2023-12-01 11:43:13,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,A7 One Bedroom,1,1.0,523,2609,1,43.65162672443693,-79.3558931318249,2023-12-01 11:43:13,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,A1 One Bedroom,1,1.0,483,2609,1,43.65162672443693,-79.3558931318249,2023-12-01 11:43:13,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,A1 One Bedroom,1,1.0,483,2609,1,43.65162672443693,-79.3558931318249,2023-12-01 11:43:13,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,A1 One Bedroom,1,1.0,483,2614,1,43.65162672443693,-79.3558931318249,2023-12-01 11:43:13,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,A1 One Bedroom,1,1.0,483,2614,1,43.65162672443693,-79.3558931318249,2023-12-01 11:43:13,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,A1 One Bedroom,1,1.0,483,2614,1,43.65162672443693,-79.3558931318249,2023-12-01 11:43:13,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,A1 One Bedroom,1,1.0,483,2614,1,43.65162672443693,-79.3558931318249,2023-12-01 11:43:13,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,A1 One Bedroom,1,1.0,483,2619,1,43.65162672443693,-79.3558931318249,2023-12-01 11:43:13,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,A1 One Bedroom,1,1.0,483,2619,1,43.65162672443693,-79.3558931318249,2023-12-01 11:43:13,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,A1 One Bedroom,1,1.0,483,2619,1,43.65162672443693,-79.3558931318249,2023-12-01 11:43:13,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,A1 One Bedroom,1,1.0,483,2619,1,43.65162672443693,-79.3558931318249,2023-12-01 11:43:13,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,A1 One Bedroom,1,1.0,483,2619,1,43.65162672443693,-79.3558931318249,2023-12-01 11:43:13,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,A1 One Bedroom,1,1.0,483,2619,1,43.65162672443693,-79.3558931318249,2023-12-01 11:43:13,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,A1 One Bedroom,1,1.0,483,2619,1,43.65162672443693,-79.3558931318249,2023-12-01 11:43:13,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,A1 One Bedroom,1,1.0,483,2629,1,43.65162672443693,-79.3558931318249,2023-12-01 11:43:13,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,A1 One Bedroom,1,1.0,483,2629,1,43.65162672443693,-79.3558931318249,2023-12-01 11:43:13,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,A1 One Bedroom,1,1.0,483,2629,1,43.65162672443693,-79.3558931318249,2023-12-01 11:43:13,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,A1 One Bedroom,1,1.0,483,2629,1,43.65162672443693,-79.3558931318249,2023-12-01 11:43:13,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,A1 One Bedroom,1,1.0,483,2634,1,43.65162672443693,-79.3558931318249,2023-12-01 11:43:13,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,A1 One Bedroom,1,1.0,483,2634,1,43.65162672443693,-79.3558931318249,2023-12-01 11:43:13,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,A1 One Bedroom,1,1.0,483,2634,1,43.65162672443693,-79.3558931318249,2023-12-01 11:43:13,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,A1 One Bedroom,1,1.0,483,2634,1,43.65162672443693,-79.3558931318249,2023-12-01 11:43:13,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,A1 One Bedroom,1,1.0,483,2639,1,43.65162672443693,-79.3558931318249,2023-12-01 11:43:13,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,A1 One Bedroom,1,1.0,483,2639,1,43.65162672443693,-79.3558931318249,2023-12-01 11:43:13,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,A1 One Bedroom,1,1.0,483,2639,1,43.65162672443693,-79.3558931318249,2023-12-01 11:43:13,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,A1 One Bedroom,1,1.0,483,2649,1,43.65162672443693,-79.3558931318249,2023-12-01 11:43:13,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,A1 One Bedroom,1,1.0,483,2649,1,43.65162672443693,-79.3558931318249,2023-12-01 11:43:13,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,A1 One Bedroom,1,1.0,483,2649,1,43.65162672443693,-79.3558931318249,2023-12-01 11:43:13,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,A1 One Bedroom,1,1.0,483,2649,1,43.65162672443693,-79.3558931318249,2023-12-01 11:43:13,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,A2 One Bedroom,1,1.0,488,2649,1,43.65162672443693,-79.3558931318249,2023-12-01 11:43:13,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,A1 One Bedroom,1,1.0,483,2654,1,43.65162672443693,-79.3558931318249,2023-12-01 11:43:13,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,A1 One Bedroom,1,1.0,483,2654,1,43.65162672443693,-79.3558931318249,2023-12-01 11:43:13,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,A1 One Bedroom,1,1.0,483,2654,1,43.65162672443693,-79.3558931318249,2023-12-01 11:43:13,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,A5 One Bedroom,1,1.0,513,2674,1,43.65162672443693,-79.3558931318249,2023-12-01 11:43:13,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,A8 One Bedroom,1,1.0,525,2684,1,43.65162672443693,-79.3558931318249,2023-12-01 11:43:13,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,A8 One Bedroom,1,1.0,525,2689,1,43.65162672443693,-79.3558931318249,2023-12-01 11:43:13,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,A8 One Bedroom,1,1.0,525,2694,1,43.65162672443693,-79.3558931318249,2023-12-01 11:43:13,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,A5 One Bedroom,1,1.0,513,2694,1,43.65162672443693,-79.3558931318249,2023-12-01 11:43:13,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,A5 One Bedroom,1,1.0,513,2699,1,43.65162672443693,-79.3558931318249,2023-12-01 11:43:13,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,A5 One Bedroom,1,1.0,513,2704,1,43.65162672443693,-79.3558931318249,2023-12-01 11:43:13,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,A5 One Bedroom,1,1.0,513,2709,1,43.65162672443693,-79.3558931318249,2023-12-01 11:43:13,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,A11 One Bedroom,1,1.0,538,2719,1,43.65162672443693,-79.3558931318249,2023-12-01 11:43:13,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,A8 One Bedroom,1,1.0,525,2739,1,43.65162672443693,-79.3558931318249,2023-12-01 11:43:13,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,A8 One Bedroom,1,1.0,525,2769,1,43.65162672443693,-79.3558931318249,2023-12-01 11:43:13,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,A8 One Bedroom,1,1.0,525,2774,1,43.65162672443693,-79.3558931318249,2023-12-01 11:43:13,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,A5 One Bedroom,1,1.0,513,2774,1,43.65162672443693,-79.3558931318249,2023-12-01 11:43:13,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,A8 One Bedroom,1,1.0,525,2779,1,43.65162672443693,-79.3558931318249,2023-12-01 11:43:13,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,A5 One Bedroom,1,1.0,513,2779,1,43.65162672443693,-79.3558931318249,2023-12-01 11:43:13,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,A8 One Bedroom,1,1.0,525,2784,1,43.65162672443693,-79.3558931318249,2023-12-01 11:43:13,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,A16 One Bedroom,1,1.0,569,2798,1,43.65162672443693,-79.3558931318249,2023-12-01 11:43:13,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,A16 One Bedroom,1,1.0,569,2803,1,43.65162672443693,-79.3558931318249,2023-12-01 11:43:13,0,1,0,1,0,0,1,1,0,0,1,0,1
