,Building,Neighbourhood,Address,City,Listing,Bed,Bath,SqFt,Min Price,Max Price,Price,Pets,Controlled Access,Fitness Center,Outdoor Space,Residents Lounge,Roof Deck,Storage,Swimming Pool,Air Conditioning,Balcony,Furnished,Hardwood Floor,High Ceilings,In Unit Laundry,Date,Latitude,Longitude,Url
3068,Tamarack Flora,Centretown Apartments,"46 Flora St, Ottawa, ON K2P 1L3",Ottawa,Studio,0,1.0,442,1860,1860,1860.0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,2024-04-19 04:59:19.228,45.41044760179941,-75.69358935905989,https://www.padmapper.com/buildings/p754187/tamarack-flora-apartments-at-46-flora-st-ottawa-on-k2p-1l3
3069,Tamarack Flora,Centretown Apartments,"46 Flora St, Ottawa, ON K2P 1L3",Ottawa,One bedroom,1,1.0,555,1875,1915,1895.0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,2024-04-19 04:59:19.228,45.41044760179941,-75.69358935905989,https://www.padmapper.com/buildings/p754187/tamarack-flora-apartments-at-46-flora-st-ottawa-on-k2p-1l3
3070,Tamarack Flora,Centretown Apartments,"46 Flora St, Ottawa, ON K2P 1L3",Ottawa,One + den,1,1.0,673,2305,2305,2305.0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,2024-04-19 04:59:19.228,45.41044760179941,-75.69358935905989,https://www.padmapper.com/buildings/p754187/tamarack-flora-apartments-at-46-flora-st-ottawa-on-k2p-1l3
3071,Acadian Apartments,Centretown Apartments,"153 Nepean St, Ottawa, ON K2P 0B5",Ottawa,Large Bachelor,0,1.0,470,1499,1499,1499.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2024-04-19 04:59:19.228,45.41785886673662,-75.69685043551979,https://www.padmapper.com/buildings/p241271/acadian-apartments-at-153-nepean-st-ottawa-on-k2p-0b5
3072,Acadian Apartments,Centretown Apartments,"153 Nepean St, Ottawa, ON K2P 0B5",Ottawa,1 Bedroom,1,1.0,626,1799,1799,1799.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2024-04-19 04:59:19.228,45.41785886673662,-75.69685043551979,https://www.padmapper.com/buildings/p241271/acadian-apartments-at-153-nepean-st-ottawa-on-k2p-0b5
3073,Chanteclair Apartments,Sandy Hill Apartments,"290 Nelson St, Ottawa, ON K1N 7S3",Ottawa,Renovated Bachelor,0,1.0,368,1639,1639,1639.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2024-04-19 04:59:19.228,45.42630604354526,-75.68142995313276,https://www.padmapper.com/buildings/p243465/chanteclair-apartments-at-290-nelson-st-ottawa-on-k1n-7s3
3074,Chanteclair Apartments,Sandy Hill Apartments,"290 Nelson St, Ottawa, ON K1N 7S3",Ottawa,1 Bedroom,1,1.0,568,1799,1799,1799.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2024-04-19 04:59:19.228,45.42630604354526,-75.68142995313276,https://www.padmapper.com/buildings/p243465/chanteclair-apartments-at-290-nelson-st-ottawa-on-k1n-7s3
3075,MacConnor Apartments,Centretown Apartments,"250 O'Connor St, Ottawa, ON K2P 1V2",Ottawa,331 Maclaren - 1 Bedroom,1,1.0,550,1499,1499,1499.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2024-04-19 04:59:19.228,45.41587581743863,-75.69413618927054,https://www.padmapper.com/buildings/p293598/macconnor-apartments-at-250-o'connor-st-ottawa-on-k2p-1v2
3076,MacConnor Apartments,Centretown Apartments,"250 O'Connor St, Ottawa, ON K2P 1V2",Ottawa,250 O'Connor - 2 Bedroom,2,1.0,800,2199,2199,2199.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2024-04-19 04:59:19.228,45.41587581743863,-75.69413618927054,https://www.padmapper.com/buildings/p293598/macconnor-apartments-at-250-o'connor-st-ottawa-on-k2p-1v2
3077,61 McEwen,Woodroffe North Apartments,"61 Mcewen Ave, Ottawa, ON K2B 5L3",Ottawa,61 McEwen - Plan A,1,1.0,1,1699,1699,1699.0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,2024-04-19 04:59:19.228,45.3719240584899,-75.78281837786822,https://www.padmapper.com/buildings/p218617/apartments-at-61-mcewen-ave-ottawa-on-k2b-5l3
3078,61 McEwen,Woodroffe North Apartments,"61 Mcewen Ave, Ottawa, ON K2B 5L3",Ottawa,61 McEwen - Plan A,2,1.0,1,2195,2195,2195.0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,2024-04-19 04:59:19.228,45.3719240584899,-75.78281837786822,https://www.padmapper.com/buildings/p218617/apartments-at-61-mcewen-ave-ottawa-on-k2b-5l3
3079,Arbor Village,Carlington Apartments,"1040 1030-1040 Hollington Street, Ottawa, ON K1Z 6K9",Ottawa,1030 Hollington - Plan A,0,1.0,314,1449,1449,1449.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2024-04-19 04:59:19.228,45.3789317329,-75.7272644318,https://www.padmapper.com/buildings/p218568/arbor-village-apartments-at-1040-1030-1040-hollington-street-ottawa-on-k1z-6k9
3080,Arbor Village,Carlington Apartments,"1040 1030-1040 Hollington Street, Ottawa, ON K1Z 6K9",Ottawa,1040 Hollington - Plan A,0,1.0,314,1449,1449,1449.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2024-04-19 04:59:19.228,45.3789317329,-75.7272644318,https://www.padmapper.com/buildings/p218568/arbor-village-apartments-at-1040-1030-1040-hollington-street-ottawa-on-k1z-6k9
3081,Brittany Drive Apartments,,"230/240 Brittany Dr, Ottawa, ON K1K None",Ottawa,1 Bedroom,1,1.0,554,1634,1634,1634.0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,2024-04-19 04:59:19.228,45.44284,-75.64221,https://www.padmapper.com/buildings/p456892/brittany-drive-apartments-at-230-240-brittany-dr-ottawa-on-k1k-none
3082,Brittany Drive Apartments,,"230/240 Brittany Dr, Ottawa, ON K1K None",Ottawa,2 Bedroom C,2,1.0,740,1814,1814,1814.0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,2024-04-19 04:59:19.228,45.44284,-75.64221,https://www.padmapper.com/buildings/p456892/brittany-drive-apartments-at-230-240-brittany-dr-ottawa-on-k1k-none
3083,Emerald Flats in Fieldstone,Barrhaven Apartments,"139A Claridge Dr, Ottawa, ON K2J 6B1",Ottawa,LEDGESTONE,2,2.0,1097,2275,2275,2275.0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,2024-04-19 04:59:19.228,45.28609333061518,-75.73119460086787,https://www.padmapper.com/buildings/p893208/emerald-flats-in-fieldstone-apartments-at-139a-claridge-dr-ottawa-on-k2j-6b1
3084,Emerald Flats in Fieldstone,Barrhaven Apartments,"139A Claridge Dr, Ottawa, ON K2J 6B1",Ottawa,SHADOWSTONE,2,2.0,1028,2375,2375,2375.0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,2024-04-19 04:59:19.228,45.28609333061518,-75.73119460086787,https://www.padmapper.com/buildings/p893208/emerald-flats-in-fieldstone-apartments-at-139a-claridge-dr-ottawa-on-k2j-6b1
3085,Saguenay Apartments,Centretown Apartments,"270 Somerset St W, Ottawa, ON K2P 0J7",Ottawa,Bachelor,0,1.0,410,1495,1495,1495.0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,2024-04-19 04:59:19.228,45.41666225395967,-75.6930353937541,https://www.padmapper.com/buildings/p279496/saguenay-apartments-at-270-somerset-st-w-ottawa-on-k2p-0j7
3086,Saguenay Apartments,Centretown Apartments,"270 Somerset St W, Ottawa, ON K2P 0J7",Ottawa,1 Bedroom,1,1.0,710,1769,1769,1769.0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,2024-04-19 04:59:19.228,45.41666225395967,-75.6930353937541,https://www.padmapper.com/buildings/p279496/saguenay-apartments-at-270-somerset-st-w-ottawa-on-k2p-0j7
3087,The Bradshaw,Old Ottawa South Apartments,"1050 Bank St, Ottawa, ON K1S 3X2",Ottawa,Studio,0,1.0,400,1800,1800,1800.0,1,1,0,1,1,0,1,0,1,1,0,0,0,1,2024-04-19 04:59:19.228,45.39549938164202,-75.68419134315971,https://www.padmapper.com/buildings/p861782/the-bradshaw-apartments-at-1050-bank-st-ottawa-on-k1s-3x2
3088,The Bradshaw,Old Ottawa South Apartments,"1050 Bank St, Ottawa, ON K1S 3X2",Ottawa,Penthouse Three Bedroom,3,2.0,1180,3885,3885,3885.0,1,1,0,1,1,0,1,0,1,1,0,0,0,1,2024-04-19 04:59:19.228,45.39549938164202,-75.68419134315971,https://www.padmapper.com/buildings/p861782/the-bradshaw-apartments-at-1050-bank-st-ottawa-on-k1s-3x2
3089,630 Churchill Ave,Westboro Apartments,"630 Churchill Ave N, Ottawa, ON K1Z 5E8",Ottawa,Bachelor,0,1.0,350,1600,1750,1675.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-19 04:59:19.228,45.38458320676434,-75.74934453909441,https://www.padmapper.com/buildings/p1091520/apartments-at-630-churchill-ave-n-ottawa-on-k1z-5e8
3090,630 Churchill Ave,Westboro Apartments,"630 Churchill Ave N, Ottawa, ON K1Z 5E8",Ottawa,1 Bedroom,1,1.0,410,1900,2200,2050.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-19 04:59:19.228,45.38458320676434,-75.74934453909441,https://www.padmapper.com/buildings/p1091520/apartments-at-630-churchill-ave-n-ottawa-on-k1z-5e8
3091,630 Churchill Ave,Westboro Apartments,"630 Churchill Ave N, Ottawa, ON K1Z 5E8",Ottawa,2 Bedroom,2,1.0,616,2500,2550,2525.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-19 04:59:19.228,45.38458320676434,-75.74934453909441,https://www.padmapper.com/buildings/p1091520/apartments-at-630-churchill-ave-n-ottawa-on-k1z-5e8
3092,630 Churchill Ave,Westboro Apartments,"630 Churchill Ave N, Ottawa, ON K1Z 5E8",Ottawa,1 Bedroom,2,1.0,625,2600,2600,2600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-19 04:59:19.228,45.38458320676434,-75.74934453909441,https://www.padmapper.com/buildings/p1091520/apartments-at-630-churchill-ave-n-ottawa-on-k1z-5e8
3093,Capital Park,Sandy Hill Apartments,"19 Robinson Ave, Ottawa, ON K1N 8N8",Ottawa,Studio,0,1.0,364,1585,1585,1585.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-19 04:59:19.228,45.4179860196095,-75.66762722823596,https://www.padmapper.com/buildings/p863820/capital-park-apartments-at-19-robinson-ave-ottawa-on-k1n-8n8
3094,Capital Park,Sandy Hill Apartments,"19 Robinson Ave, Ottawa, ON K1N 8N8",Ottawa,1 Bedroom (J1B),1,1.0,446,1785,1785,1785.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-19 04:59:19.228,45.4179860196095,-75.66762722823596,https://www.padmapper.com/buildings/p863820/capital-park-apartments-at-19-robinson-ave-ottawa-on-k1n-8n8
3095,Capital Park,Sandy Hill Apartments,"19 Robinson Ave, Ottawa, ON K1N 8N8",Ottawa,Two Bedroom,2,1.0,693,2280,2280,2280.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-19 04:59:19.228,45.4179860196095,-75.66762722823596,https://www.padmapper.com/buildings/p863820/capital-park-apartments-at-19-robinson-ave-ottawa-on-k1n-8n8
3096,Lincoln Park Tower,Lincoln Heights Apartments,"1330 Richmond Rd, Ottawa, ON K2B 8J6",Ottawa,1 Bedroom A,1,1.0,525,1575,1575,1575.0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,2024-04-19 04:59:19.228,45.36729165625023,-75.78614626574019,https://www.padmapper.com/buildings/p218496/lincoln-park-tower-apartments-at-1330-richmond-rd-ottawa-on-k2b-8j6
3097,Lincoln Park Tower,Lincoln Heights Apartments,"1330 Richmond Rd, Ottawa, ON K2B 8J6",Ottawa,1 Bedroom C,1,1.0,473,1795,1795,1795.0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,2024-04-19 04:59:19.228,45.36729165625023,-75.78614626574019,https://www.padmapper.com/buildings/p218496/lincoln-park-tower-apartments-at-1330-richmond-rd-ottawa-on-k2b-8j6
3098,Lincoln Park Tower,Lincoln Heights Apartments,"1330 Richmond Rd, Ottawa, ON K2B 8J6",Ottawa,2 Bedroom A,2,1.0,785,1689,1689,1689.0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,2024-04-19 04:59:19.228,45.36729165625023,-75.78614626574019,https://www.padmapper.com/buildings/p218496/lincoln-park-tower-apartments-at-1330-richmond-rd-ottawa-on-k2b-8j6
3099,Lincoln Park Tower,Lincoln Heights Apartments,"1330 Richmond Rd, Ottawa, ON K2B 8J6",Ottawa,2 Bedroom G,2,1.0,795,2039,2039,2039.0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,2024-04-19 04:59:19.228,45.36729165625023,-75.78614626574019,https://www.padmapper.com/buildings/p218496/lincoln-park-tower-apartments-at-1330-richmond-rd-ottawa-on-k2b-8j6
3100,2861 Baycrest Drive ,Heron Gate Apartments,"2861 Baycrest Dr, Ottawa, ON K1V 8X8",Ottawa,The Cardinal,0,1.0,276,1049,1049,1049.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-19 04:59:19.228,45.37771169566653,-75.65129732984752,https://www.padmapper.com/buildings/p456082/apartments-at-2861-baycrest-dr-ottawa-on-k1v-8x8
3101,2861 Baycrest Drive ,Heron Gate Apartments,"2861 Baycrest Dr, Ottawa, ON K1V 8X8",Ottawa,The Cardinal,1,1.0,640,1449,1449,1449.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-19 04:59:19.228,45.37771169566653,-75.65129732984752,https://www.padmapper.com/buildings/p456082/apartments-at-2861-baycrest-dr-ottawa-on-k1v-8x8
3102,2861 Baycrest Drive ,Heron Gate Apartments,"2861 Baycrest Dr, Ottawa, ON K1V 8X8",Ottawa,The Cardinal,2,2.0,913,1749,1749,1749.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-19 04:59:19.228,45.37771169566653,-75.65129732984752,https://www.padmapper.com/buildings/p456082/apartments-at-2861-baycrest-dr-ottawa-on-k1v-8x8
3103,The Executive,Centretown Apartments,"305 Metcalfe Street #204, Ottawa, ON K2P 1S1",Ottawa,Studio B,0,2.0,450,1495,1495,1495.0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,2024-04-19 04:59:19.228,45.4151366,-75.6901356,https://www.padmapper.com/buildings/p219513/the-executive-apartments-at-305-metcalfe-street-ottawa-on-k2p-1s1
3104,The Executive,Centretown Apartments,"305 Metcalfe Street #204, Ottawa, ON K2P 1S1",Ottawa,Corner Unit,1,1.0,550,1625,1625,1625.0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,2024-04-19 04:59:19.228,45.4151366,-75.6901356,https://www.padmapper.com/buildings/p219513/the-executive-apartments-at-305-metcalfe-street-ottawa-on-k2p-1s1
3105,153,Carleton Heights Apartments,"153 Sanford Avenue, Ottawa, ON K2C 0E7",Ottawa,1 Bedroom 1 Bathroom,1,1.0,465,2200,2200,2200.0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,2024-04-19 04:59:19.228,45.3726342,-75.7091911,https://www.padmapper.com/buildings/p1055379/153-157-sanford-avenue-apartments-at-153-sanford-avenue-ottawa-on-k2c-0e7
3106,153,Carleton Heights Apartments,"153 Sanford Avenue, Ottawa, ON K2C 0E7",Ottawa,3 Bedroom 12Bathroom,3,2.0,791,3000,3000,3000.0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,2024-04-19 04:59:19.228,45.3726342,-75.7091911,https://www.padmapper.com/buildings/p1055379/153-157-sanford-avenue-apartments-at-153-sanford-avenue-ottawa-on-k2c-0e7
3107,153,Carleton Heights Apartments,"153 Sanford Avenue, Ottawa, ON K2C 0E7",Ottawa,4 Bedroom,4,3.0,1216,4000,4000,4000.0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,2024-04-19 04:59:19.228,45.3726342,-75.7091911,https://www.padmapper.com/buildings/p1055379/153-157-sanford-avenue-apartments-at-153-sanford-avenue-ottawa-on-k2c-0e7
3108,286 Arlington Avenue,Centretown Apartments,"286 Arlington Avenue, Ottawa, ON K1R 5T2",Ottawa,Unit 1,2,1.0,807,2450,2450,2450.0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,2024-04-19 04:59:19.228,45.4063536,-75.7011139,https://www.padmapper.com/buildings/p1025889/apartments-at-286-arlington-avenue-ottawa-on-k1r-5t2
3109,286 Arlington Avenue,Centretown Apartments,"286 Arlington Avenue, Ottawa, ON K1R 5T2",Ottawa,Unit 2,2,1.0,775,2550,2550,2550.0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,2024-04-19 04:59:19.228,45.4063536,-75.7011139,https://www.padmapper.com/buildings/p1025889/apartments-at-286-arlington-avenue-ottawa-on-k1r-5t2
3110,286 Arlington Avenue,Centretown Apartments,"286 Arlington Avenue, Ottawa, ON K1R 5T2",Ottawa,Unit 3,2,1.0,785,2600,2600,2600.0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,2024-04-19 04:59:19.228,45.4063536,-75.7011139,https://www.padmapper.com/buildings/p1025889/apartments-at-286-arlington-avenue-ottawa-on-k1r-5t2
3111,286 Arlington Avenue,Centretown Apartments,"286 Arlington Avenue, Ottawa, ON K1R 5T2",Ottawa,Unit 1,2,1.0,807,2450,2450,2450.0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,2024-04-19 04:59:19.228,45.4063536,-75.7011139,https://www.padmapper.com/buildings/p1025889/apartments-at-286-arlington-avenue-ottawa-on-k1r-5t2
3112,286 Arlington Avenue,Centretown Apartments,"286 Arlington Avenue, Ottawa, ON K1R 5T2",Ottawa,Unit 2,2,1.0,775,2550,2550,2550.0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,2024-04-19 04:59:19.228,45.4063536,-75.7011139,https://www.padmapper.com/buildings/p1025889/apartments-at-286-arlington-avenue-ottawa-on-k1r-5t2
3113,286 Arlington Avenue,Centretown Apartments,"286 Arlington Avenue, Ottawa, ON K1R 5T2",Ottawa,Unit 3,2,1.0,785,2600,2600,2600.0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,2024-04-19 04:59:19.228,45.4063536,-75.7011139,https://www.padmapper.com/buildings/p1025889/apartments-at-286-arlington-avenue-ottawa-on-k1r-5t2
3114,4555 Bonavista Avenue,Snowdon Apartments,"4555 Av Bonavista, Montréal, QC H3W 2C7",Montréal,1 Bedroom - unit 807,1,1.0,800,1785,1785,1785.0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,2024-04-19 04:59:19.228,45.48398777079315,-73.61691382783452,https://www.padmapper.com/buildings/p219561/apartments-at-4555-av-bonavista-Montréal-qc-h3w-2c7
3115,4555 Bonavista Avenue,Snowdon Apartments,"4555 Av Bonavista, Montréal, QC H3W 2C7",Montréal,2 Bedroom - unit 608,2,2.0,1100,2295,2295,2295.0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,2024-04-19 04:59:19.228,45.48398777079315,-73.61691382783452,https://www.padmapper.com/buildings/p219561/apartments-at-4555-av-bonavista-Montréal-qc-h3w-2c7
3116,4555 Bonavista Avenue,Snowdon Apartments,"4555 Av Bonavista, Montréal, QC H3W 2C7",Montréal,3 Bedroom - unit 305,3,2.0,1300,2715,2715,2715.0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,2024-04-19 04:59:19.228,45.48398777079315,-73.61691382783452,https://www.padmapper.com/buildings/p219561/apartments-at-4555-av-bonavista-Montréal-qc-h3w-2c7
3117,4555 Bonavista Avenue,Snowdon Apartments,"4555 Av Bonavista, Montréal, QC H3W 2C7",Montréal,3 Bedroom - unit 405,3,2.0,1300,3095,3095,3095.0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,2024-04-19 04:59:19.228,45.48398777079315,-73.61691382783452,https://www.padmapper.com/buildings/p219561/apartments-at-4555-av-bonavista-Montréal-qc-h3w-2c7
3118,4555 Bonavista Avenue,Snowdon Apartments,"4555 Av Bonavista, Montréal, QC H3W 2C7",Montréal,3 Bedroom - unit 1012,3,2.0,1200,3150,3150,3150.0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,2024-04-19 04:59:19.228,45.48398777079315,-73.61691382783452,https://www.padmapper.com/buildings/p219561/apartments-at-4555-av-bonavista-Montréal-qc-h3w-2c7
3119,Rockhill Apartments,Côte,"4858 Ch De La Côte-Des-Neiges, Montréal, QC H3V 1G8",Montréal,Studio,0,1.0,475,1299,1299,1299.0,1,1,1,1,0,0,1,1,1,1,0,1,0,0,2024-04-19 04:59:19.228,45.49522903859295,-73.61544927678439,https://www.padmapper.com/buildings/p376272/rockhill-apartments-at-4858-ch-de-la-cote-des-neiges-Montréal-qc-h3v-1g8
3120,Rockhill Apartments,Côte,"4858 Ch De La Côte-Des-Neiges, Montréal, QC H3V 1G8",Montréal,Studio Renovated,0,1.0,448,1499,1499,1499.0,1,1,1,1,0,0,1,1,1,1,0,1,0,0,2024-04-19 04:59:19.228,45.49522903859295,-73.61544927678439,https://www.padmapper.com/buildings/p376272/rockhill-apartments-at-4858-ch-de-la-cote-des-neiges-Montréal-qc-h3v-1g8
3121,Rockhill Apartments,Côte,"4858 Ch De La Côte-Des-Neiges, Montréal, QC H3V 1G8",Montréal,3 1/2 (1 Bedroom) Renovated,1,1.0,731,1718,1718,1718.0,1,1,1,1,0,0,1,1,1,1,0,1,0,0,2024-04-19 04:59:19.228,45.49522903859295,-73.61544927678439,https://www.padmapper.com/buildings/p376272/rockhill-apartments-at-4858-ch-de-la-cote-des-neiges-Montréal-qc-h3v-1g8
3122,Rockhill Apartments,Côte,"4858 Ch De La Côte-Des-Neiges, Montréal, QC H3V 1G8",Montréal,4 1/2 (2 Bedroom),2,2.0,900,1955,1955,1955.0,1,1,1,1,0,0,1,1,1,1,0,1,0,0,2024-04-19 04:59:19.228,45.49522903859295,-73.61544927678439,https://www.padmapper.com/buildings/p376272/rockhill-apartments-at-4858-ch-de-la-cote-des-neiges-Montréal-qc-h3v-1g8
3123,Rockhill Apartments,Côte,"4858 Ch De La Côte-Des-Neiges, Montréal, QC H3V 1G8",Montréal,5 1/2 (3 Bedroom),3,2.0,1165,2543,2543,2543.0,1,1,1,1,0,0,1,1,1,1,0,1,0,0,2024-04-19 04:59:19.228,45.49522903859295,-73.61544927678439,https://www.padmapper.com/buildings/p376272/rockhill-apartments-at-4858-ch-de-la-cote-des-neiges-Montréal-qc-h3v-1g8
3124,Rockhill Apartments,Côte,"4858 Ch De La Côte-Des-Neiges, Montréal, QC H3V 1G8",Montréal,5 1/2 (3 Bedroom) Renovated,3,3.0,1253,2705,2705,2705.0,1,1,1,1,0,0,1,1,1,1,0,1,0,0,2024-04-19 04:59:19.228,45.49522903859295,-73.61544927678439,https://www.padmapper.com/buildings/p376272/rockhill-apartments-at-4858-ch-de-la-cote-des-neiges-Montréal-qc-h3v-1g8
3125,9675 Papineau,Ahuntsic Apartments,"9675 Av Papineau, Montréal, QC H2B 3C8",Montréal,1 Bedroom - unit 412,1,1.0,735,1599,1599,1599.0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,2024-04-19 04:59:19.228,45.56520822691589,-73.64606919614113,https://www.padmapper.com/buildings/p544008/apartments-at-9675-av-papineau-Montréal-qc-h2b-3c8
3126,9675 Papineau,Ahuntsic Apartments,"9675 Av Papineau, Montréal, QC H2B 3C8",Montréal,1 Bedroom - unit 201,1,1.0,780,1599,1599,1599.0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,2024-04-19 04:59:19.228,45.56520822691589,-73.64606919614113,https://www.padmapper.com/buildings/p544008/apartments-at-9675-av-papineau-Montréal-qc-h2b-3c8
3127,9675 Papineau,Ahuntsic Apartments,"9675 Av Papineau, Montréal, QC H2B 3C8",Montréal,3 Bedroom - unit 402,3,1.0,1280,2575,2575,2575.0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,2024-04-19 04:59:19.228,45.56520822691589,-73.64606919614113,https://www.padmapper.com/buildings/p544008/apartments-at-9675-av-papineau-Montréal-qc-h2b-3c8
3128,Le Plateau ,Milton,"3605 Rue Saint-Urbain, Montréal, QC H2X 2P1",Montréal,Le Plateau - 3605 St-Urbain - Studio,0,1.0,305,1295,1295,1295.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-19 04:59:19.228,45.51280890393387,-73.57375743395572,https://www.padmapper.com/buildings/p986200/le-plateau-3605-st-urbain-apartments-at-3605-rue-saint-urbain-Montréal-qc-h2x-2p1
3129,Le Plateau ,Milton,"3605 Rue Saint-Urbain, Montréal, QC H2X 2P1",Montréal,Le Plateau - 3605 St-Urbain - 0 Bedroom,0,1.0,380,1395,1395,1395.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-19 04:59:19.228,45.51280890393387,-73.57375743395572,https://www.padmapper.com/buildings/p986200/le-plateau-3605-st-urbain-apartments-at-3605-rue-saint-urbain-Montréal-qc-h2x-2p1
3130,Le Plateau ,Milton,"3605 Rue Saint-Urbain, Montréal, QC H2X 2P1",Montréal,Le Plateau - 3605 St-Urbain - 1 Bedroom,1,1.0,443,1445,1445,1445.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-19 04:59:19.228,45.51280890393387,-73.57375743395572,https://www.padmapper.com/buildings/p986200/le-plateau-3605-st-urbain-apartments-at-3605-rue-saint-urbain-Montréal-qc-h2x-2p1
3131,Serein,Marie,"5050 Boul De L'Assomption, Montréal, QC H1T 0A5",Montréal,1 Bedroom 1 Bathroom,1,1.0,652,1907,1928,1917.5,1,1,1,0,1,0,0,1,1,1,0,0,0,1,2024-04-19 04:59:19.228,45.57150178520043,-73.5544308146947,https://www.padmapper.com/buildings/p902511/serein-apartments-at-5050-boul-de-l'assomption-Montréal-qc-h1t-0a5
3132,Serein,Marie,"5050 Boul De L'Assomption, Montréal, QC H1T 0A5",Montréal,2 Bedroom 1 Bathroom,2,1.0,677,2212,2445,2328.5,1,1,1,0,1,0,0,1,1,1,0,0,0,1,2024-04-19 04:59:19.228,45.57150178520043,-73.5544308146947,https://www.padmapper.com/buildings/p902511/serein-apartments-at-5050-boul-de-l'assomption-Montréal-qc-h1t-0a5
3133,Serein,Marie,"5050 Boul De L'Assomption, Montréal, QC H1T 0A5",Montréal,2 Bedroom 2 Bathroom,2,2.0,826,2274,2935,2604.5,1,1,1,0,1,0,0,1,1,1,0,0,0,1,2024-04-19 04:59:19.228,45.57150178520043,-73.5544308146947,https://www.padmapper.com/buildings/p902511/serein-apartments-at-5050-boul-de-l'assomption-Montréal-qc-h1t-0a5
3134,Serein,Marie,"5050 Boul De L'Assomption, Montréal, QC H1T 0A5",Montréal,3 Bedroom 2 Bathroom,3,2.0,1158,2490,2940,2715.0,1,1,1,0,1,0,0,1,1,1,0,0,0,1,2024-04-19 04:59:19.228,45.57150178520043,-73.5544308146947,https://www.padmapper.com/buildings/p902511/serein-apartments-at-5050-boul-de-l'assomption-Montréal-qc-h1t-0a5
3135,4851 Côte,Norte,"4851 Ch De La Côte-Saint-Luc, Montréal, QC H3W 2H6",Montréal,4851 Côte-St-Luc Road - The Mooncrest - 1 Bedroom,1,1.0,785,1795,1795,1795.0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2024-04-19 04:59:19.228,45.48348113228991,-73.61721401034728,https://www.padmapper.com/buildings/p217779/apartments-at-4851-ch-de-la-cote-saint-luc-Montréal-qc-h3w-2h6
