Building,Neighbourhood,Address,City,Listing,Bed,Bath,SqFt,Price,Pets,Latitude,Longitude,Date,Controlled Access,Fitness Center,Outdoor Space,Residents Lounge,Roof Deck,Storage,Swimming Pool,Air Conditioning,Balcony,Furnished,Hardwood Floor,High Ceilings,In Unit Laundry
The Glenmore,West End Apartments,"1885 Barclay St, Vancouver, BC V6G 1K7",Vancouver,The Glenmore - Plan A,2,1.0,708,3599,1,49.2909633280581,-123.138813415234,2024-02-05 19:08:06.754,0,0,0,0,0,1,0,0,0,0,1,0,1
1355 West 14th,Fairview Apartments,"1355 14th Ave W, Vancouver, BC V6H 1R2",Vancouver,South Granville - Plan A,0,1.0,425,2299,1,49.25891454941143,-123.1350878763501,2024-02-05 19:08:06.754,0,0,0,0,0,1,0,0,1,0,1,0,0
1355 West 14th,Fairview Apartments,"1355 14th Ave W, Vancouver, BC V6H 1R2",Vancouver,South Granville - Plan A,1,1.0,575,2849,1,49.25891454941143,-123.1350878763501,2024-02-05 19:08:06.754,0,0,0,0,0,1,0,0,1,0,1,0,0
1355 West 14th,Fairview Apartments,"1355 14th Ave W, Vancouver, BC V6H 1R2",Vancouver,South Granville - Plan B,1,1.0,623,3105,1,49.25891454941143,-123.1350878763501,2024-02-05 19:08:06.754,0,0,0,0,0,1,0,0,1,0,1,0,0
1355 West 14th,Fairview Apartments,"1355 14th Ave W, Vancouver, BC V6H 1R2",Vancouver,South Granville - Plan A,2,1.0,792,3499,1,49.25891454941143,-123.1350878763501,2024-02-05 19:08:06.754,0,0,0,0,0,1,0,0,1,0,1,0,0
2280 West 6th,Kitsilano Apartments,"2280 6th Ave W, Vancouver, BC V6K 1V8",Vancouver,The Aquarius - Plan C,1,1.0,477,2499,1,49.26641866403498,-123.1570974868476,2024-02-05 19:08:06.754,0,0,0,0,0,1,0,0,1,0,1,0,1
2280 West 6th,Kitsilano Apartments,"2280 6th Ave W, Vancouver, BC V6K 1V8",Vancouver,The Aquarius - Plan A,1,1.0,636,3265,1,49.26641866403498,-123.1570974868476,2024-02-05 19:08:06.754,0,0,0,0,0,1,0,0,1,0,1,0,1
2280 West 6th,Kitsilano Apartments,"2280 6th Ave W, Vancouver, BC V6K 1V8",Vancouver,The Aquarius - Plan A,2,1.0,867,3749,1,49.26641866403498,-123.1570974868476,2024-02-05 19:08:06.754,0,0,0,0,0,1,0,0,1,0,1,0,1
1360 Hornby Street,Downtown Vancouver Apartments,"1360 Hornby St, Vancouver, BC V6Z 1W5",Vancouver,Bachelor,0,1.0,448,2506,0,49.27675181228668,-123.1305258244942,2024-02-05 19:08:06.754,0,0,0,0,0,0,0,0,0,0,0,0,0
1360 Hornby Street,Downtown Vancouver Apartments,"1360 Hornby St, Vancouver, BC V6Z 1W5",Vancouver,1 Bedroom,1,1.0,559,2593,0,49.27675181228668,-123.1305258244942,2024-02-05 19:08:06.754,0,0,0,0,0,0,0,0,0,0,0,0,0
3583 Kingsway,Renfrew,"3583 Kingsway, Vancouver, BC V5R 5L9",Vancouver,The Link - Plan A,0,1.0,475,2399,1,49.23227436507534,-123.0268757227814,2024-02-05 19:08:06.754,0,1,0,0,0,1,0,0,1,0,0,0,1
3583 Kingsway,Renfrew,"3583 Kingsway, Vancouver, BC V5R 5L9",Vancouver,The Link - Plan C,0,1.0,460,2515,1,49.23227436507534,-123.0268757227814,2024-02-05 19:08:06.754,0,1,0,0,0,1,0,0,1,0,0,0,1
3583 Kingsway,Renfrew,"3583 Kingsway, Vancouver, BC V5R 5L9",Vancouver,The Link - Plan I,1,1.0,635,2649,1,49.23227436507534,-123.0268757227814,2024-02-05 19:08:06.754,0,1,0,0,0,1,0,0,1,0,0,0,1
3583 Kingsway,Renfrew,"3583 Kingsway, Vancouver, BC V5R 5L9",Vancouver,The Link - Plan H,1,1.0,634,2775,1,49.23227436507534,-123.0268757227814,2024-02-05 19:08:06.754,0,1,0,0,0,1,0,0,1,0,0,0,1
3583 Kingsway,Renfrew,"3583 Kingsway, Vancouver, BC V5R 5L9",Vancouver,The Link - Plan E,1,1.0,599,2849,1,49.23227436507534,-123.0268757227814,2024-02-05 19:08:06.754,0,1,0,0,0,1,0,0,1,0,0,0,1
2244 West 6th,Kitsilano Apartments,"2244 6th Ave W, Vancouver, BC V6K 1V8",Vancouver,Sabanna Terrace - Plan H,1,1.0,599,2849,1,49.26640615877288,-123.156341047581,2024-02-05 19:08:06.754,0,0,0,0,0,1,0,0,0,0,0,0,1
2244 West 6th,Kitsilano Apartments,"2244 6th Ave W, Vancouver, BC V6K 1V8",Vancouver,Sabanna Terrace - Plan A,1,1.0,600,2899,1,49.26640615877288,-123.156341047581,2024-02-05 19:08:06.754,0,0,0,0,0,1,0,0,0,0,0,0,1
2244 West 6th,Kitsilano Apartments,"2244 6th Ave W, Vancouver, BC V6K 1V8",Vancouver,Sabanna Terrace - Plan I,1,1.0,606,3075,1,49.26640615877288,-123.156341047581,2024-02-05 19:08:06.754,0,0,0,0,0,1,0,0,0,0,0,0,1
Arbutus Residences,Quilchena Apartments,"4188 Yew St, Vancouver, BC V6L 0C1",Vancouver,Studio,0,1.0,450,2500,1,49.25038390249504,-123.1555162078964,2024-02-05 19:08:06.754,0,1,1,1,0,1,0,1,1,0,1,0,1
Arbutus Residences,Quilchena Apartments,"4188 Yew St, Vancouver, BC V6L 0C1",Vancouver,One-Bedroom,1,1.0,685,3155,1,49.25038390249504,-123.1555162078964,2024-02-05 19:08:06.754,0,1,1,1,0,1,0,1,1,0,1,0,1
Arbutus Residences,Quilchena Apartments,"4188 Yew St, Vancouver, BC V6L 0C1",Vancouver,One-Bedroom (Unit 531),1,1.0,725,3410,1,49.25038390249504,-123.1555162078964,2024-02-05 19:08:06.754,0,1,1,1,0,1,0,1,1,0,1,0,1
Arbutus Residences,Quilchena Apartments,"4188 Yew St, Vancouver, BC V6L 0C1",Vancouver,Two-Bedroom,2,2.0,1000,4035,1,49.25038390249504,-123.1555162078964,2024-02-05 19:08:06.754,0,1,1,1,0,1,0,1,1,0,1,0,1
Arbutus Residences,Quilchena Apartments,"4188 Yew St, Vancouver, BC V6L 0C1",Vancouver,Two-Bedroom (Unit 712),2,2.0,980,4045,1,49.25038390249504,-123.1555162078964,2024-02-05 19:08:06.754,0,1,1,1,0,1,0,1,1,0,1,0,1
Arbutus Residences,Quilchena Apartments,"4188 Yew St, Vancouver, BC V6L 0C1",Vancouver,Two-Bedroom (Unit 811),2,2.0,990,4120,1,49.25038390249504,-123.1555162078964,2024-02-05 19:08:06.754,0,1,1,1,0,1,0,1,1,0,1,0,1
Arbutus Residences,Quilchena Apartments,"4188 Yew St, Vancouver, BC V6L 0C1",Vancouver,Two-Bedroom (Unit 703),2,1.0,735,4195,1,49.25038390249504,-123.1555162078964,2024-02-05 19:08:06.754,0,1,1,1,0,1,0,1,1,0,1,0,1
Arbutus Residences,Quilchena Apartments,"4188 Yew St, Vancouver, BC V6L 0C1",Vancouver,Three-Bedroom,3,2.0,1100,4550,1,49.25038390249504,-123.1555162078964,2024-02-05 19:08:06.754,0,1,1,1,0,1,0,1,1,0,1,0,1
The Bovill,Oakridge Apartments,"188 49th Ave E, Vancouver, BC V5W 0E6",Vancouver,2bed,2,2.0,810,3195,1,49.22560172966707,-123.1025228443768,2024-02-05 19:08:06.754,1,0,1,1,0,1,0,0,1,0,0,0,1
The Bovill,Oakridge Apartments,"188 49th Ave E, Vancouver, BC V5W 0E6",Vancouver,3bed,3,2.0,1004,4095,1,49.22560172966707,-123.1025228443768,2024-02-05 19:08:06.754,1,0,1,1,0,1,0,0,1,0,0,0,1
5815 Yew Street,Kerrisdale Apartments,"5815 Yew St, Vancouver, BC V6M 3Y6",Vancouver,Vancouver Bachelor,0,1.0,482,2399,1,49.23332523855991,-123.158637583145,2024-02-05 19:08:06.754,0,0,0,0,0,1,0,0,1,0,1,0,0
5815 Yew Street,Kerrisdale Apartments,"5815 Yew St, Vancouver, BC V6M 3Y6",Vancouver,Vancouver 1 Bedroom,1,1.0,655,2619,1,49.23332523855991,-123.158637583145,2024-02-05 19:08:06.754,0,0,0,0,0,1,0,0,1,0,1,0,0
1501 Haro Street,West End Apartments,"1501 Haro St, Vancouver, BC V6G 1G4",Vancouver,1 Bedroom,1,1.0,432,2613,1,49.28807699426087,-123.132178015981,2024-02-05 19:08:06.754,0,0,0,0,0,1,1,0,1,0,0,0,0
1501 Haro Street,West End Apartments,"1501 Haro St, Vancouver, BC V6G 1G4",Vancouver,2 Bedrooms,2,1.5,860,3781,1,49.28807699426087,-123.132178015981,2024-02-05 19:08:06.754,0,0,0,0,0,1,1,0,1,0,0,0,0
Flamingo,West End Apartments,"2061 Beach Ave, Vancouver, BC V6G 1Z3",Vancouver,00401,2,2.0,955,4650,0,49.29012170460759,-123.1451313664324,2024-02-05 19:08:06.754,0,1,0,0,0,1,0,0,1,0,1,0,1
Flamingo,West End Apartments,"2061 Beach Ave, Vancouver, BC V6G 1Z3",Vancouver,G1,2,1.0,1008,4900,0,49.29012170460759,-123.1451313664324,2024-02-05 19:08:06.754,0,1,0,0,0,1,0,0,1,0,1,0,1
Skyline,Fairview Apartments,"1305 12th Ave W, Vancouver, BC V6H 1M3",Vancouver,00305,0,1.0,500,2500,0,49.26076492409972,-123.1340047384953,2024-02-05 19:08:06.754,0,1,0,0,0,1,1,0,1,0,1,0,1
Skyline,Fairview Apartments,"1305 12th Ave W, Vancouver, BC V6H 1M3",Vancouver,00505,0,1.0,500,2500,0,49.26076492409972,-123.1340047384953,2024-02-05 19:08:06.754,0,1,0,0,0,1,1,0,1,0,1,0,1
Skyline,Fairview Apartments,"1305 12th Ave W, Vancouver, BC V6H 1M3",Vancouver,00705,0,1.0,500,2500,0,49.26076492409972,-123.1340047384953,2024-02-05 19:08:06.754,0,1,0,0,0,1,1,0,1,0,1,0,1
Santana,West End Apartments,"1251 Jervis St, Vancouver, BC V6E 2E1",Vancouver,00404,1,1.0,537,3300,0,49.28246845610967,-123.1355909457333,2024-02-05 19:08:06.754,0,0,0,0,0,1,0,0,1,1,1,0,1
Santana,West End Apartments,"1251 Jervis St, Vancouver, BC V6E 2E1",Vancouver,01203,1,1.0,541,3500,0,49.28246845610967,-123.1355909457333,2024-02-05 19:08:06.754,0,0,0,0,0,1,0,0,1,1,1,0,1
Fraser Flats Apartments,Killarney Apartments,"3688 3618-3688 Sawmill Crescent, Vancouver, BC V5S 0E6",Vancouver,"1 Bdrm available at 3618-3688 Sawmill Crescent, Vancouver",1,1.0,586,2435,1,49.20621279601212,-123.0245443863464,2024-02-05 19:08:06.754,0,1,0,1,0,1,0,0,1,0,0,0,0
Fraser Flats Apartments,Killarney Apartments,"3688 3618-3688 Sawmill Crescent, Vancouver, BC V5S 0E6",Vancouver,"2 Bdrm available at 3618-3688 Sawmill Crescent, Vancouver",2,1.0,1020,3125,1,49.20621279601212,-123.0245443863464,2024-02-05 19:08:06.754,0,1,0,1,0,1,0,0,1,0,0,0,0
Keel,Killarney Apartments,"8690 Jack Uppal St, Vancouver, BC V5S 0K1",Vancouver,1 Bed + 1 Bath + Den,1,1.0,578,2375,1,49.2044123,-123.0340917,2024-02-05 19:08:06.754,1,1,1,1,0,1,0,0,1,0,0,0,1
Keel,Killarney Apartments,"8690 Jack Uppal St, Vancouver, BC V5S 0K1",Vancouver,2 Bed + 2 Bath + Den,2,2.0,778,2975,1,49.2044123,-123.0340917,2024-02-05 19:08:06.754,1,1,1,1,0,1,0,0,1,0,0,0,1
The Riley,Riley Park ,"181 East 32nd Ave, Vancouver, BC V5V None",Vancouver,Jr. One Bed,1,1.0,410,2675,1,49.24206436972395,-123.101713605157,2024-02-05 19:08:06.754,0,0,1,1,0,1,0,0,1,0,0,0,1
The Riley,Riley Park ,"181 East 32nd Ave, Vancouver, BC V5V None",Vancouver,One Bed + Den,1,1.0,453,2775,1,49.24206436972395,-123.101713605157,2024-02-05 19:08:06.754,0,0,1,1,0,1,0,0,1,0,0,0,1
The Riley,Riley Park ,"181 East 32nd Ave, Vancouver, BC V5V None",Vancouver,Two Bed,2,2.0,716,3825,1,49.24206436972395,-123.101713605157,2024-02-05 19:08:06.754,0,0,1,1,0,1,0,0,1,0,0,0,1
The Riley,Riley Park ,"181 East 32nd Ave, Vancouver, BC V5V None",Vancouver,Two Bed,2,2.0,835,3925,1,49.24206436972395,-123.101713605157,2024-02-05 19:08:06.754,0,0,1,1,0,1,0,0,1,0,0,0,1
The Fraser,Riley Park ,"3833 Fraser St, Vancouver, BC V5V 4E3",Vancouver,Jr./ Urban 1BR 1BA with patio,1,1.0,464,2495,1,49.25057776764331,-123.0902152367234,2024-02-05 19:08:06.754,1,0,1,1,0,1,0,0,1,0,0,0,1
The Fraser,Riley Park ,"3833 Fraser St, Vancouver, BC V5V 4E3",Vancouver,Urban 1 BR 1BA & patio,1,1.0,464,2495,1,49.25057776764331,-123.0902152367234,2024-02-05 19:08:06.754,1,0,1,1,0,1,0,0,1,0,0,0,1
The Fraser,Riley Park ,"3833 Fraser St, Vancouver, BC V5V 4E3",Vancouver,2BR 2BA with patio,2,2.0,840,3695,1,49.25057776764331,-123.0902152367234,2024-02-05 19:08:06.754,1,0,1,1,0,1,0,0,1,0,0,0,1
Georgian Towers,West End Apartments,"1450 Georgia St W, Vancouver, BC V6G 2T8",Vancouver,1 Bed,1,1.0,600,2400,1,49.28957270888947,-123.1292088041061,2024-02-05 19:08:06.754,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgian Towers,West End Apartments,"1450 Georgia St W, Vancouver, BC V6G 2T8",Vancouver,1 Bed Reno,1,1.0,600,2795,1,49.28957270888947,-123.1292088041061,2024-02-05 19:08:06.754,0,0,0,0,0,0,0,0,0,0,0,0,0
One Pacific ,Downtown Vancouver Apartments,"68 Smithe St, Vancouver, BC V6B 0P5",Vancouver,Condos,1,1.0,505,3200,1,49.27522056007177,-123.1137208524203,2024-02-05 19:08:06.754,0,1,1,0,0,0,1,1,0,1,1,0,1
One Pacific ,Downtown Vancouver Apartments,"68 Smithe St, Vancouver, BC V6B 0P5",Vancouver,Condos,2,2.0,856,4200,1,49.27522056007177,-123.1137208524203,2024-02-05 19:08:06.754,0,1,1,0,0,0,1,1,0,1,1,0,1
The Florida ,West End Apartments,"1170 Barclay St, Vancouver, BC V6E 1H1",Vancouver,Luxury,0,1.0,400,2875,1,49.28446682431242,-123.1290443830871,2024-02-05 19:08:06.754,1,0,1,0,0,1,0,0,1,1,1,0,1
The Florida ,West End Apartments,"1170 Barclay St, Vancouver, BC V6E 1H1",Vancouver,Penthouse,0,1.0,415,2900,1,49.28446682431242,-123.1290443830871,2024-02-05 19:08:06.754,1,0,1,0,0,1,0,0,1,1,1,0,1
The Florida ,West End Apartments,"1170 Barclay St, Vancouver, BC V6E 1H1",Vancouver,Luxury,1,2.0,541,3690,1,49.28446682431242,-123.1290443830871,2024-02-05 19:08:06.754,1,0,1,0,0,1,0,0,1,1,1,0,1
The Florida ,West End Apartments,"1170 Barclay St, Vancouver, BC V6E 1H1",Vancouver,Penthouse,1,2.0,616,3690,1,49.28446682431242,-123.1290443830871,2024-02-05 19:08:06.754,1,0,1,0,0,1,0,0,1,1,1,0,1
The Florida ,West End Apartments,"1170 Barclay St, Vancouver, BC V6E 1H1",Vancouver,Luxury,2,2.0,690,3990,1,49.28446682431242,-123.1290443830871,2024-02-05 19:08:06.754,1,0,1,0,0,1,0,0,1,1,1,0,1
The Normandie ,West End Apartments,"1425 Haro St, Vancouver, BC V6G 1G2",Vancouver,Low Rise Apartment,0,1.0,259,2690,1,49.28747388765547,-123.131272296171,2024-02-05 19:08:06.754,1,0,1,0,0,1,0,0,0,1,1,0,1
The Normandie ,West End Apartments,"1425 Haro St, Vancouver, BC V6G 1G2",Vancouver,Low Rise Apartment,1,1.0,480,2850,1,49.28747388765547,-123.131272296171,2024-02-05 19:08:06.754,1,0,1,0,0,1,0,0,0,1,1,0,1
The Normandie ,West End Apartments,"1425 Haro St, Vancouver, BC V6G 1G2",Vancouver,Low Rise Apartment,2,1.0,512,3590,1,49.28747388765547,-123.131272296171,2024-02-05 19:08:06.754,1,0,1,0,0,1,0,0,0,1,1,0,1
The Normandie ,West End Apartments,"1425 Haro St, Vancouver, BC V6G 1G2",Vancouver,Low Rise Apartment,2,2.0,578,3650,1,49.28747388765547,-123.131272296171,2024-02-05 19:08:06.754,1,0,1,0,0,1,0,0,0,1,1,0,1
The Normandie ,West End Apartments,"1425 Haro St, Vancouver, BC V6G 1G2",Vancouver,Low Rise Apartment,3,2.0,754,4900,1,49.28747388765547,-123.131272296171,2024-02-05 19:08:06.754,1,0,1,0,0,1,0,0,0,1,1,0,1
Eterno ,West End Apartments,"1168 Pendrell St, Vancouver, BC V6E 1L4",Vancouver,Luxury,1,1.0,465,3000,1,49.28196754630817,-123.1316071027927,2024-02-05 19:08:06.754,1,0,1,0,0,1,0,0,0,1,1,0,1
Eterno ,West End Apartments,"1168 Pendrell St, Vancouver, BC V6E 1L4",Vancouver,Luxury,2,1.0,705,3650,1,49.28196754630817,-123.1316071027927,2024-02-05 19:08:06.754,1,0,1,0,0,1,0,0,0,1,1,0,1
Eterno ,West End Apartments,"1168 Pendrell St, Vancouver, BC V6E 1L4",Vancouver,Luxury,2,2.0,705,3975,1,49.28196754630817,-123.1316071027927,2024-02-05 19:08:06.754,1,0,1,0,0,1,0,0,0,1,1,0,1
Eterno ,West End Apartments,"1168 Pendrell St, Vancouver, BC V6E 1L4",Vancouver,Penthouse,2,2.0,790,4750,1,49.28196754630817,-123.1316071027927,2024-02-05 19:08:06.754,1,0,1,0,0,1,0,0,0,1,1,0,1
935 Jervis,West End Apartments,"935 Jervis St, Vancouver, BC V6E 2B5",Vancouver,Apartment,1,1.0,488,2950,1,49.28572306748246,-123.1306569689918,2024-02-05 19:08:06.754,0,0,0,0,0,0,0,0,0,1,0,0,0
935 Jervis,West End Apartments,"935 Jervis St, Vancouver, BC V6E 2B5",Vancouver,Apartment,2,1.0,695,3675,1,49.28572306748246,-123.1306569689918,2024-02-05 19:08:06.754,0,0,0,0,0,0,0,0,0,1,0,0,0
935 Jervis,West End Apartments,"935 Jervis St, Vancouver, BC V6E 2B5",Vancouver,Aprtment,2,1.0,681,3590,1,49.28572306748246,-123.1306569689918,2024-02-05 19:08:06.754,0,0,0,0,0,0,0,0,0,1,0,0,0
935 Jervis,West End Apartments,"935 Jervis St, Vancouver, BC V6E 2B5",Vancouver,Apartment,3,1.0,811,4500,1,49.28572306748246,-123.1306569689918,2024-02-05 19:08:06.754,0,0,0,0,0,0,0,0,0,1,0,0,0
Vancouver House ,Downtown Vancouver Apartments,"1480 Howe St, Vancouver, BC V6Z 0G5",Vancouver,Condos,0,1.0,434,2800,1,49.27490144243474,-123.1314857441482,2024-02-05 19:08:06.754,0,1,0,0,0,1,1,1,1,1,1,0,1
