Building,Neighbourhood,Address,City,Listing,Bed,Bath,SqFt,Price,Unit Amenities,Building Amenities,Pets,Latitude,Longitude,Date
90,Long Branch Apartments,"90 James St, Toronto, ON M8W 1L6",Toronto,2 Bedroom,2 Bedrooms,1 Bathroom,615 SQFT,"$2,625—$2,642","Assigned Parking, Dishwasher, On Site Laundry","Controlled Access, On Site Laundry, Onsite Management",Dogs & Cats,43.5899232850263,-79.54177893303338,2024-03-19 04:59:19.228
Brookbanks Apartments,Parkwoods ,"15 Brookbanks Dr, Toronto, ON M3A 2S9",Toronto,1 Bedroom | 1 Bathroom,1 Bedrooms,1 Bathroom,950 SQFT,"$2,475","Balcony, Dishwasher, Hardwood Floor, On Site Laundry","Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Storage",Dogs & Cats,43.75217704745794,-79.3320793220857,2024-03-19 04:59:19.228
Brookbanks Apartments,Parkwoods ,"15 Brookbanks Dr, Toronto, ON M3A 2S9",Toronto,2 Bedroom | 2 Bathroom,2 Bedrooms,2 Bathrooms,"1,091 SQFT","$2,775","Balcony, Dishwasher, Hardwood Floor, On Site Laundry","Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Storage",Dogs & Cats,43.75217704745794,-79.3320793220857,2024-03-19 04:59:19.228
Brookbanks Apartments,Parkwoods ,"15 Brookbanks Dr, Toronto, ON M3A 2S9",Toronto,3 Bedroom | 2 Bathroom,3 Bedrooms,2 Bathrooms,"1,372 SQFT","$3,125","Balcony, Dishwasher, Hardwood Floor, On Site Laundry","Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Storage",Dogs & Cats,43.75217704745794,-79.3320793220857,2024-03-19 04:59:19.228
2570 Kingston Road,Cliffside Apartments,"2570 Kingston Rd, Toronto, ON M1M 1L9",Toronto,1 Bedroom,1 Bedrooms,1 Bathroom,750 SQFT,"$2,204","Assigned Parking, On Site Laundry","Controlled Access, Elevator, On Site Laundry, Onsite Management, Storage",Dogs & Cats,43.712347351956495,-79.24734345411757,2024-03-19 04:59:19.228
2570 Kingston Road,Cliffside Apartments,"2570 Kingston Rd, Toronto, ON M1M 1L9",Toronto,2 Bedroom,2 Bedrooms,1 Bathroom,967 SQFT,"$2,685","Assigned Parking, On Site Laundry","Controlled Access, Elevator, On Site Laundry, Onsite Management, Storage",Dogs & Cats,43.712347351956495,-79.24734345411757,2024-03-19 04:59:19.228
15 Dundonald Street,The Village Apartments,"15 Dundonald St, Toronto, ON M4Y 1K4",Toronto,bach,Studios,1 Bathroom,394 SQFT,"$1,949","Assigned Parking, On Site Laundry","Elevator, Fitness Center, On Site Laundry, Onsite Management, Outdoor Space, Swimming Pool",No pets,43.66596326995378,-79.38404793280758,2024-03-19 04:59:19.228
15 Dundonald Street,The Village Apartments,"15 Dundonald St, Toronto, ON M4Y 1K4",Toronto,1bdrm,1 Bedrooms,1 Bathroom,590 SQFT,"$2,629—$2,699","Assigned Parking, On Site Laundry","Elevator, Fitness Center, On Site Laundry, Onsite Management, Outdoor Space, Swimming Pool",No pets,43.66596326995378,-79.38404793280758,2024-03-19 04:59:19.228
15 Dundonald Street,The Village Apartments,"15 Dundonald St, Toronto, ON M4Y 1K4",Toronto,2bdrm,2 Bedrooms,1 Bathroom,740 SQFT,"$3,299—$3,355","Assigned Parking, On Site Laundry","Elevator, Fitness Center, On Site Laundry, Onsite Management, Outdoor Space, Swimming Pool",No pets,43.66596326995378,-79.38404793280758,2024-03-19 04:59:19.228
3434 Eglinton Avenue,Scarborough Village Apartments,"3434 Eglinton Ave E, Toronto, ON M1J 2J1",Toronto,1 Bedroom,1 Bedrooms,1 Bathroom,738 SQFT,"$2,519","Assigned Parking, On Site Laundry","Elevator, On Site Laundry, Storage",No pets,43.74477624766011,-79.2119494158396,2024-03-19 04:59:19.228
3434 Eglinton Avenue,Scarborough Village Apartments,"3434 Eglinton Ave E, Toronto, ON M1J 2J1",Toronto,2 Bedroom,2 Bedrooms,1 Bathroom,994 SQFT,"$2,678—$2,850","Assigned Parking, On Site Laundry","Elevator, On Site Laundry, Storage",No pets,43.74477624766011,-79.2119494158396,2024-03-19 04:59:19.228
3434 Eglinton Avenue,Scarborough Village Apartments,"3434 Eglinton Ave E, Toronto, ON M1J 2J1",Toronto,3 Bedroom,3 Bedrooms,"1 Full, 1 Half Bath","1,282 SQFT","$3,461","Assigned Parking, On Site Laundry","Elevator, On Site Laundry, Storage",No pets,43.74477624766011,-79.2119494158396,2024-03-19 04:59:19.228
The Summerhill ,Summerhill Apartments,"7 Jackes Ave, Toronto, ON M4T 1E3",Toronto,1 Bedroom,1 Bedrooms,1 Bathroom,491 SQFT,"$2,345—$2,617",On Site Laundry,"Elevator, Fitness Center, On Site Laundry, Swimming Pool",No pets,43.685182712672486,-79.39180885352428,2024-03-19 04:59:19.228
The Summerhill ,Summerhill Apartments,"7 Jackes Ave, Toronto, ON M4T 1E3",Toronto,2 Bedroom,2 Bedrooms,2 Bathrooms,967 SQFT,"$3,225—$3,490",On Site Laundry,"Elevator, Fitness Center, On Site Laundry, Swimming Pool",No pets,43.685182712672486,-79.39180885352428,2024-03-19 04:59:19.228
The Summerhill ,Summerhill Apartments,"7 Jackes Ave, Toronto, ON M4T 1E3",Toronto,2 Bedroom,2 Bedrooms,1 Bathroom,968 SQFT,"$3,399",On Site Laundry,"Elevator, Fitness Center, On Site Laundry, Swimming Pool",No pets,43.685182712672486,-79.39180885352428,2024-03-19 04:59:19.228
The Summerhill ,Summerhill Apartments,"7 Jackes Ave, Toronto, ON M4T 1E3",Toronto,3 Bedroom,3 Bedrooms,1 Bathroom,"1,610 SQFT","$6,355",On Site Laundry,"Elevator, Fitness Center, On Site Laundry, Swimming Pool",No pets,43.685182712672486,-79.39180885352428,2024-03-19 04:59:19.228
55 Triller Avenue,Parkdale Apartments,"55 Triller Ave, Toronto, ON M6R 2H6",Toronto,Studio,Studios,1 Bathroom,419 SQFT,"$1,818—$2,047",On Site Laundry,"Elevator, On Site Laundry, Onsite Management",No pets,43.63986910245851,-79.44404712434476,2024-03-19 04:59:19.228
55 Triller Avenue,Parkdale Apartments,"55 Triller Ave, Toronto, ON M6R 2H6",Toronto,1 Bedroom,1 Bedrooms,1 Bathroom,655 SQFT,"$2,099—$2,292",On Site Laundry,"Elevator, On Site Laundry, Onsite Management",No pets,43.63986910245851,-79.44404712434476,2024-03-19 04:59:19.228
55 Triller Avenue,Parkdale Apartments,"55 Triller Ave, Toronto, ON M6R 2H6",Toronto,2 Bedroom,2 Bedrooms,1 Bathroom,853 SQFT,"$2,939—$2,943",On Site Laundry,"Elevator, On Site Laundry, Onsite Management",No pets,43.63986910245851,-79.44404712434476,2024-03-19 04:59:19.228
50 Burnhill Rd,Oakridge Apartments,"50 Burnhill Rd, Toronto, ON M1L 4R3",Toronto,Studio,Studios,1 Bathroom,482 SQFT,"$2,061—$2,065","Assigned Parking, Balcony, Dishwasher, On Site Laundry","Controlled Access, Elevator, Garage Parking, On Site Laundry, Onsite Management",No pets,43.699351432500364,-79.27653667249255,2024-03-19 04:59:19.228
50 Burnhill Rd,Oakridge Apartments,"50 Burnhill Rd, Toronto, ON M1L 4R3",Toronto,1 Bedroom,1 Bedrooms,1 Bathroom,679 SQFT,"$2,421—$2,621","Assigned Parking, Balcony, Dishwasher, On Site Laundry","Controlled Access, Elevator, Garage Parking, On Site Laundry, Onsite Management",No pets,43.699351432500364,-79.27653667249255,2024-03-19 04:59:19.228
50 Burnhill Rd,Oakridge Apartments,"50 Burnhill Rd, Toronto, ON M1L 4R3",Toronto,2 Bedroom,2 Bedrooms,1 Bathroom,878 SQFT,"$2,798","Assigned Parking, Balcony, Dishwasher, On Site Laundry","Controlled Access, Elevator, Garage Parking, On Site Laundry, Onsite Management",No pets,43.699351432500364,-79.27653667249255,2024-03-19 04:59:19.228
30 Edith,North Toronto Apartments,"30 Edith Dr, Toronto, ON M4R 1Y8",Toronto,30 Edith - Plan A,1 Bedrooms,1 Bathroom,508 SQFT,"$2,449","Balcony, In Unit Laundry, On Site Laundry","Business Center, Elevator, Fitness Center, On Site Laundry, Storage",Dogs & Cats,43.70659130811695,-79.40318635442809,2024-03-19 04:59:19.228
30 Edith,North Toronto Apartments,"30 Edith Dr, Toronto, ON M4R 1Y8",Toronto,30 Edith - Plan B,1 Bedrooms,1 Bathroom,658 SQFT,"$2,725","Balcony, In Unit Laundry, On Site Laundry","Business Center, Elevator, Fitness Center, On Site Laundry, Storage",Dogs & Cats,43.70659130811695,-79.40318635442809,2024-03-19 04:59:19.228
30 Edith,North Toronto Apartments,"30 Edith Dr, Toronto, ON M4R 1Y8",Toronto,30 Edith - Plan C,2 Bedrooms,"1 Full, 1 Half Bath",903 SQFT,"$3,499","Balcony, In Unit Laundry, On Site Laundry","Business Center, Elevator, Fitness Center, On Site Laundry, Storage",Dogs & Cats,43.70659130811695,-79.40318635442809,2024-03-19 04:59:19.228
Gowan Court,Broadview North Apartments,"100 Gowan Ave, Toronto, ON M4K 2E2",Toronto,"1 Bedroom, 1 Bathroom",1 Bedrooms,1 Bathroom,466 SQFT,"$2,269—$2,459","Assigned Parking, Balcony, Dishwasher, Hardwood Floor, On Site Laundry",", Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Storage",Dogs & Cats,43.68803994609349,-79.35078566862241,2024-03-19 04:59:19.228
Gowan Court,Broadview North Apartments,"100 Gowan Ave, Toronto, ON M4K 2E2",Toronto,"2 Bedroom, 1 Bathroom",2 Bedrooms,1 Bathroom,685 SQFT,"$2,719","Assigned Parking, Balcony, Dishwasher, Hardwood Floor, On Site Laundry",", Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Storage",Dogs & Cats,43.68803994609349,-79.35078566862241,2024-03-19 04:59:19.228
1080 Kingston Rd,Birch Cliff Apartments,"1080 Kingston Rd, Toronto, ON M1N 1N5",Toronto,1bdrm,1 Bedrooms,1 Bathroom,525 SQFT,"$2,016—$2,268","Assigned Parking, Balcony, Dishwasher, Hardwood Floor, On Site Laundry","Elevator, Garage Parking, On Site Laundry, Onsite Management, Residents Lounge",No pets,43.68108145345697,-79.28295888329627,2024-03-19 04:59:19.228
1080 Kingston Rd,Birch Cliff Apartments,"1080 Kingston Rd, Toronto, ON M1N 1N5",Toronto,2bdrm,2 Bedrooms,1 Bathroom,805 SQFT,"$2,812","Assigned Parking, Balcony, Dishwasher, Hardwood Floor, On Site Laundry","Elevator, Garage Parking, On Site Laundry, Onsite Management, Residents Lounge",No pets,43.68108145345697,-79.28295888329627,2024-03-19 04:59:19.228
Residences of Auberge on the Park I ,Sunnybrook ,"30 Inn On The Park Dr, Toronto, ON M3C 0P7",Toronto,Condo,1 Bedrooms,1 Bathroom,547 SQFT,"$2,050",,,No pets,43.71951509820674,-79.34955655648734,2024-03-19 04:59:19.228
Residences of Auberge on the Park I ,Sunnybrook ,"30 Inn On The Park Dr, Toronto, ON M3C 0P7",Toronto,Condo,1 Bedrooms,1 Bathroom,543 SQFT,"$2,100",,,No pets,43.71951509820674,-79.34955655648734,2024-03-19 04:59:19.228
Residences of Auberge on the Park I ,Sunnybrook ,"30 Inn On The Park Dr, Toronto, ON M3C 0P7",Toronto,Condo,1 Bedrooms,1 Bathroom,538 SQFT,"$2,100",,,No pets,43.71951509820674,-79.34955655648734,2024-03-19 04:59:19.228
Residences of Auberge on the Park I ,Sunnybrook ,"30 Inn On The Park Dr, Toronto, ON M3C 0P7",Toronto,Condo,1 Bedrooms,1 Bathroom,547 SQFT,"$2,150",,,No pets,43.71951509820674,-79.34955655648734,2024-03-19 04:59:19.228
Residences of Auberge on the Park I ,Sunnybrook ,"30 Inn On The Park Dr, Toronto, ON M3C 0P7",Toronto,Condo,1 Bedrooms,1 Bathroom,611 SQFT,"$2,150",,,No pets,43.71951509820674,-79.34955655648734,2024-03-19 04:59:19.228
Residences of Auberge on the Park I ,Sunnybrook ,"30 Inn On The Park Dr, Toronto, ON M3C 0P7",Toronto,Condo,1 Bedrooms,1 Bathroom,547 SQFT,"$2,150",,,No pets,43.71951509820674,-79.34955655648734,2024-03-19 04:59:19.228
Residences of Auberge on the Park I ,Sunnybrook ,"30 Inn On The Park Dr, Toronto, ON M3C 0P7",Toronto,Condo,1 Bedrooms,1 Bathroom,543 SQFT,"$2,200",,,No pets,43.71951509820674,-79.34955655648734,2024-03-19 04:59:19.228
Residences of Auberge on the Park I ,Sunnybrook ,"30 Inn On The Park Dr, Toronto, ON M3C 0P7",Toronto,Condo,1 Bedrooms,1 Bathroom,547 SQFT,"$2,300",,,No pets,43.71951509820674,-79.34955655648734,2024-03-19 04:59:19.228
Residences of Auberge on the Park I ,Sunnybrook ,"30 Inn On The Park Dr, Toronto, ON M3C 0P7",Toronto,Condo,1 Bedrooms,1 Bathroom,593 SQFT,"$2,400",,,No pets,43.71951509820674,-79.34955655648734,2024-03-19 04:59:19.228
Residences of Auberge on the Park I ,Sunnybrook ,"30 Inn On The Park Dr, Toronto, ON M3C 0P7",Toronto,Condo,1 Bedrooms,1 Bathroom,543 SQFT,"$2,400",,,No pets,43.71951509820674,-79.34955655648734,2024-03-19 04:59:19.228
Residences of Auberge on the Park I ,Sunnybrook ,"30 Inn On The Park Dr, Toronto, ON M3C 0P7",Toronto,Condo,1 Bedrooms,1 Bathroom,645 SQFT,"$2,400",,,No pets,43.71951509820674,-79.34955655648734,2024-03-19 04:59:19.228
Residences of Auberge on the Park I ,Sunnybrook ,"30 Inn On The Park Dr, Toronto, ON M3C 0P7",Toronto,Condo,1 Bedrooms,1 Bathroom,593 SQFT,"$2,500",,,No pets,43.71951509820674,-79.34955655648734,2024-03-19 04:59:19.228
Residences of Auberge on the Park I ,Sunnybrook ,"30 Inn On The Park Dr, Toronto, ON M3C 0P7",Toronto,Condo,1 Bedrooms,1 Bathroom,547 SQFT,"$2,500",,,No pets,43.71951509820674,-79.34955655648734,2024-03-19 04:59:19.228
Residences of Auberge on the Park I ,Sunnybrook ,"30 Inn On The Park Dr, Toronto, ON M3C 0P7",Toronto,Condo,1 Bedrooms,1 Bathroom,592 SQFT,"$2,500",,,No pets,43.71951509820674,-79.34955655648734,2024-03-19 04:59:19.228
Residences of Auberge on the Park I ,Sunnybrook ,"30 Inn On The Park Dr, Toronto, ON M3C 0P7",Toronto,Condo,1 Bedrooms,1 Bathroom,592 SQFT,"$2,500",,,No pets,43.71951509820674,-79.34955655648734,2024-03-19 04:59:19.228
Residences of Auberge on the Park I ,Sunnybrook ,"30 Inn On The Park Dr, Toronto, ON M3C 0P7",Toronto,Condo,1 Bedrooms,1 Bathroom,538 SQFT,"$2,500",,,No pets,43.71951509820674,-79.34955655648734,2024-03-19 04:59:19.228
Residences of Auberge on the Park I ,Sunnybrook ,"30 Inn On The Park Dr, Toronto, ON M3C 0P7",Toronto,Condo,1 Bedrooms,1 Bathroom,543 SQFT,"$2,500",,,No pets,43.71951509820674,-79.34955655648734,2024-03-19 04:59:19.228
Residences of Auberge on the Park I ,Sunnybrook ,"30 Inn On The Park Dr, Toronto, ON M3C 0P7",Toronto,Condo,1 Bedrooms,2 Bathrooms,699 SQFT,"$2,550",,,No pets,43.71951509820674,-79.34955655648734,2024-03-19 04:59:19.228
Residences of Auberge on the Park I ,Sunnybrook ,"30 Inn On The Park Dr, Toronto, ON M3C 0P7",Toronto,Condo,1 Bedrooms,2 Bathrooms,721 SQFT,"$2,550",,,No pets,43.71951509820674,-79.34955655648734,2024-03-19 04:59:19.228
Residences of Auberge on the Park I ,Sunnybrook ,"30 Inn On The Park Dr, Toronto, ON M3C 0P7",Toronto,Condo,1 Bedrooms,2 Bathrooms,699 SQFT,"$2,600",,,No pets,43.71951509820674,-79.34955655648734,2024-03-19 04:59:19.228
Residences of Auberge on the Park I ,Sunnybrook ,"30 Inn On The Park Dr, Toronto, ON M3C 0P7",Toronto,Condo,1 Bedrooms,1 Bathroom,593 SQFT,"$2,600",,,No pets,43.71951509820674,-79.34955655648734,2024-03-19 04:59:19.228
Residences of Auberge on the Park I ,Sunnybrook ,"30 Inn On The Park Dr, Toronto, ON M3C 0P7",Toronto,Condo,1 Bedrooms,1 Bathroom,593 SQFT,"$2,600",,,No pets,43.71951509820674,-79.34955655648734,2024-03-19 04:59:19.228
Residences of Auberge on the Park I ,Sunnybrook ,"30 Inn On The Park Dr, Toronto, ON M3C 0P7",Toronto,Condo,1 Bedrooms,2 Bathrooms,699 SQFT,"$2,600",,,No pets,43.71951509820674,-79.34955655648734,2024-03-19 04:59:19.228
Residences of Auberge on the Park I ,Sunnybrook ,"30 Inn On The Park Dr, Toronto, ON M3C 0P7",Toronto,Condo,1 Bedrooms,1 Bathroom,593 SQFT,"$2,700",,,No pets,43.71951509820674,-79.34955655648734,2024-03-19 04:59:19.228
Residences of Auberge on the Park I ,Sunnybrook ,"30 Inn On The Park Dr, Toronto, ON M3C 0P7",Toronto,Condo,1 Bedrooms,2 Bathrooms,721 SQFT,"$2,700",,,No pets,43.71951509820674,-79.34955655648734,2024-03-19 04:59:19.228
Residences of Auberge on the Park I ,Sunnybrook ,"30 Inn On The Park Dr, Toronto, ON M3C 0P7",Toronto,Condo,1 Bedrooms,2 Bathrooms,721 SQFT,"$2,700",,,No pets,43.71951509820674,-79.34955655648734,2024-03-19 04:59:19.228
Residences of Auberge on the Park I ,Sunnybrook ,"30 Inn On The Park Dr, Toronto, ON M3C 0P7",Toronto,Condo,1 Bedrooms,1 Bathroom,592 SQFT,"$2,700",,,No pets,43.71951509820674,-79.34955655648734,2024-03-19 04:59:19.228
Residences of Auberge on the Park I ,Sunnybrook ,"30 Inn On The Park Dr, Toronto, ON M3C 0P7",Toronto,Condo,1 Bedrooms,1 Bathroom,593 SQFT,"$2,700",,,No pets,43.71951509820674,-79.34955655648734,2024-03-19 04:59:19.228
Residences of Auberge on the Park I ,Sunnybrook ,"30 Inn On The Park Dr, Toronto, ON M3C 0P7",Toronto,Condo,1 Bedrooms,2 Bathrooms,699 SQFT,"$2,750",,,No pets,43.71951509820674,-79.34955655648734,2024-03-19 04:59:19.228
Residences of Auberge on the Park I ,Sunnybrook ,"30 Inn On The Park Dr, Toronto, ON M3C 0P7",Toronto,Condo,2 Bedrooms,2 Bathrooms,901 SQFT,"$3,000",,,No pets,43.71951509820674,-79.34955655648734,2024-03-19 04:59:19.228
Residences of Auberge on the Park I ,Sunnybrook ,"30 Inn On The Park Dr, Toronto, ON M3C 0P7",Toronto,Condo,2 Bedrooms,2 Bathrooms,811 SQFT,"$3,025",,,No pets,43.71951509820674,-79.34955655648734,2024-03-19 04:59:19.228
Residences of Auberge on the Park I ,Sunnybrook ,"30 Inn On The Park Dr, Toronto, ON M3C 0P7",Toronto,Condo,2 Bedrooms,2 Bathrooms,881 SQFT,"$3,150",,,No pets,43.71951509820674,-79.34955655648734,2024-03-19 04:59:19.228
Residences of Auberge on the Park I ,Sunnybrook ,"30 Inn On The Park Dr, Toronto, ON M3C 0P7",Toronto,Condo,2 Bedrooms,2 Bathrooms,901 SQFT,"$3,200",,,No pets,43.71951509820674,-79.34955655648734,2024-03-19 04:59:19.228
Residences of Auberge on the Park I ,Sunnybrook ,"30 Inn On The Park Dr, Toronto, ON M3C 0P7",Toronto,Condo,2 Bedrooms,2 Bathrooms,899 SQFT,"$3,200",,,No pets,43.71951509820674,-79.34955655648734,2024-03-19 04:59:19.228
Residences of Auberge on the Park I ,Sunnybrook ,"30 Inn On The Park Dr, Toronto, ON M3C 0P7",Toronto,Condo,2 Bedrooms,2 Bathrooms,899 SQFT,"$3,200",,,No pets,43.71951509820674,-79.34955655648734,2024-03-19 04:59:19.228
Residences of Auberge on the Park I ,Sunnybrook ,"30 Inn On The Park Dr, Toronto, ON M3C 0P7",Toronto,Condo,2 Bedrooms,2 Bathrooms,953 SQFT,"$3,300",,,No pets,43.71951509820674,-79.34955655648734,2024-03-19 04:59:19.228
Residences of Auberge on the Park I ,Sunnybrook ,"30 Inn On The Park Dr, Toronto, ON M3C 0P7",Toronto,Condo,2 Bedrooms,2 Bathrooms,899 SQFT,"$3,300",,,No pets,43.71951509820674,-79.34955655648734,2024-03-19 04:59:19.228
Residences of Auberge on the Park I ,Sunnybrook ,"30 Inn On The Park Dr, Toronto, ON M3C 0P7",Toronto,Condo,2 Bedrooms,"2 Full, 1 Half Bath","1,205 SQFT","$3,500",,,No pets,43.71951509820674,-79.34955655648734,2024-03-19 04:59:19.228
Residences of Auberge on the Park I ,Sunnybrook ,"30 Inn On The Park Dr, Toronto, ON M3C 0P7",Toronto,Condo,2 Bedrooms,2 Bathrooms,"1,062 SQFT","$3,800",,,No pets,43.71951509820674,-79.34955655648734,2024-03-19 04:59:19.228
Residences of Auberge on the Park I ,Sunnybrook ,"30 Inn On The Park Dr, Toronto, ON M3C 0P7",Toronto,Condo,2 Bedrooms,2 Bathrooms,"1,061 SQFT","$4,100",,,No pets,43.71951509820674,-79.34955655648734,2024-03-19 04:59:19.228
Residences of Auberge on the Park I ,Sunnybrook ,"30 Inn On The Park Dr, Toronto, ON M3C 0P7",Toronto,Condo,3 Bedrooms,"2 Full, 1 Half Bath","1,601 SQFT","$5,600",,,No pets,43.71951509820674,-79.34955655648734,2024-03-19 04:59:19.228
Residences of Auberge on the Park I ,Sunnybrook ,"30 Inn On The Park Dr, Toronto, ON M3C 0P7",Toronto,Condo,3 Bedrooms,"2 Full, 1 Half Bath","2,073 SQFT","$6,500",,,No pets,43.71951509820674,-79.34955655648734,2024-03-19 04:59:19.228
Residences of Auberge on the Park I ,Sunnybrook ,"30 Inn On The Park Dr, Toronto, ON M3C 0P7",Toronto,Condo,3 Bedrooms,3 Bathrooms,"1,801 SQFT","$6,800",,,No pets,43.71951509820674,-79.34955655648734,2024-03-19 04:59:19.228
Residences of Auberge on the Park I ,Sunnybrook ,"30 Inn On The Park Dr, Toronto, ON M3C 0P7",Toronto,Condo,3 Bedrooms,2 Bathrooms,"1,999 SQFT","$7,500",,,No pets,43.71951509820674,-79.34955655648734,2024-03-19 04:59:19.228
75 Silver Springs Boulevard,L,"85 Silversprings Park, Toronto, ON M1V 1W3",Toronto,1 Bedroom,1 Bedrooms,1 Bathroom,712 SQFT,"$2,270—$2,375","Assigned Parking, On Site Laundry","Elevator, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space",No pets,43.80164679177384,-79.30410132589961,2024-03-19 04:59:19.228
75 Silver Springs Boulevard,L,"85 Silversprings Park, Toronto, ON M1V 1W3",Toronto,2 Bedroom,2 Bedrooms,1 Bathroom,924 SQFT,"$2,647—$2,739","Assigned Parking, On Site Laundry","Elevator, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space",No pets,43.80164679177384,-79.30410132589961,2024-03-19 04:59:19.228
75 Silver Springs Boulevard,L,"85 Silversprings Park, Toronto, ON M1V 1W3",Toronto,3 Bedroom,3 Bedrooms,1 Bathroom,"1,193 SQFT","$3,125","Assigned Parking, On Site Laundry","Elevator, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space",No pets,43.80164679177384,-79.30410132589961,2024-03-19 04:59:19.228
Promenade Gardens,The Westway Apartments,"301 Dixon Rd, Toronto, ON M9R 1S2",Toronto,1 Bedroom,1 Bedrooms,1 Bathroom,783 SQFT,"$2,499","Hardwood Floor, On Site Laundry","Elevator, On Site Laundry, Wheelchair Accessible",No pets,43.69561309989823,-79.55275914567649,2024-03-19 04:59:19.228
Promenade Gardens,The Westway Apartments,"301 Dixon Rd, Toronto, ON M9R 1S2",Toronto,1 Bedroom + Den,1 Bedrooms,1 Bathroom,984 SQFT,"$2,647","Hardwood Floor, On Site Laundry","Elevator, On Site Laundry, Wheelchair Accessible",No pets,43.69561309989823,-79.55275914567649,2024-03-19 04:59:19.228
Promenade Gardens,The Westway Apartments,"301 Dixon Rd, Toronto, ON M9R 1S2",Toronto,2 Bedroom,2 Bedrooms,1 Bathroom,957 SQFT,"$2,881—$2,939","Hardwood Floor, On Site Laundry","Elevator, On Site Laundry, Wheelchair Accessible",No pets,43.69561309989823,-79.55275914567649,2024-03-19 04:59:19.228
Forest Hill Residences,Forest Hill Apartments,"780 Eglinton Ave W, Toronto, ON M5N 1E9",Toronto,1 Bedroom,1 Bedrooms,1 Bathroom,500 SQFT,"$2,000","Balcony, Dishwasher, In Unit Laundry, On Site Laundry","Controlled Access, On Site Laundry, Onsite Management, Storage",Dogs & Cats,43.70159882120995,-79.4229771633677,2024-03-19 04:59:19.228
Forest Hill Residences,Forest Hill Apartments,"780 Eglinton Ave W, Toronto, ON M5N 1E9",Toronto,3 Bedroom,3 Bedrooms,2 Bathrooms,"1,207 SQFT","$3,600—$4,500","Balcony, Dishwasher, In Unit Laundry, On Site Laundry","Controlled Access, On Site Laundry, Onsite Management, Storage",Dogs & Cats,43.70159882120995,-79.4229771633677,2024-03-19 04:59:19.228
Forest Hill Residences,Forest Hill Apartments,"780 Eglinton Ave W, Toronto, ON M5N 1E9",Toronto,3 Bedroom,3 Bedrooms,1 Bathroom,"2,026 SQFT","$4,700","Balcony, Dishwasher, In Unit Laundry, On Site Laundry","Controlled Access, On Site Laundry, Onsite Management, Storage",Dogs & Cats,43.70159882120995,-79.4229771633677,2024-03-19 04:59:19.228
DelRentals at The Well,Fashion District Apartments,"480 Front St W, Toronto, ON M5V 0V5",Toronto,Condo,1 Bedrooms,1 Bathroom,527 SQFT,"$2,350",,,No pets,43.64200836668034,-79.39683956261237,2024-03-19 04:59:19.228
DelRentals at The Well,Fashion District Apartments,"480 Front St W, Toronto, ON M5V 0V5",Toronto,Condo,1 Bedrooms,1 Bathroom,523 SQFT,"$2,400",,,No pets,43.64200836668034,-79.39683956261237,2024-03-19 04:59:19.228
DelRentals at The Well,Fashion District Apartments,"480 Front St W, Toronto, ON M5V 0V5",Toronto,Condo,1 Bedrooms,1 Bathroom,523 SQFT,"$2,400",,,No pets,43.64200836668034,-79.39683956261237,2024-03-19 04:59:19.228
DelRentals at The Well,Fashion District Apartments,"480 Front St W, Toronto, ON M5V 0V5",Toronto,Condo,1 Bedrooms,1 Bathroom,509 SQFT,"$2,450",,,No pets,43.64200836668034,-79.39683956261237,2024-03-19 04:59:19.228
DelRentals at The Well,Fashion District Apartments,"480 Front St W, Toronto, ON M5V 0V5",Toronto,Condo,1 Bedrooms,1 Bathroom,652 SQFT,"$2,650",,,No pets,43.64200836668034,-79.39683956261237,2024-03-19 04:59:19.228
DelRentals at The Well,Fashion District Apartments,"480 Front St W, Toronto, ON M5V 0V5",Toronto,Condo,1 Bedrooms,1 Bathroom,652 SQFT,"$2,700",,,No pets,43.64200836668034,-79.39683956261237,2024-03-19 04:59:19.228
DelRentals at The Well,Fashion District Apartments,"480 Front St W, Toronto, ON M5V 0V5",Toronto,Condo,1 Bedrooms,1 Bathroom,660 SQFT,"$2,800",,,No pets,43.64200836668034,-79.39683956261237,2024-03-19 04:59:19.228
DelRentals at The Well,Fashion District Apartments,"480 Front St W, Toronto, ON M5V 0V5",Toronto,Condo,1 Bedrooms,1 Bathroom,652 SQFT,"$2,900",,,No pets,43.64200836668034,-79.39683956261237,2024-03-19 04:59:19.228
DelRentals at The Well,Fashion District Apartments,"480 Front St W, Toronto, ON M5V 0V5",Toronto,Condo,2 Bedrooms,2 Bathrooms,878 SQFT,"$3,350",,,No pets,43.64200836668034,-79.39683956261237,2024-03-19 04:59:19.228
DelRentals at The Well,Fashion District Apartments,"480 Front St W, Toronto, ON M5V 0V5",Toronto,Condo,2 Bedrooms,2 Bathrooms,878 SQFT,"$3,800",,,No pets,43.64200836668034,-79.39683956261237,2024-03-19 04:59:19.228
