Building,Address,Listing,Bed,Bath,SqFt,Price,Unit Amenities,Building Amenities,Pets,Latitude,Longitude
1450 Sheppard Avenue,"1450 Sheppard Ave W, Toronto, ON M3M 2X1",North York 2 Bedroom,2 Bedrooms,1 Bathroom,940 SQFT,"$2,782","Assigned Parking, Balcony, Dishwasher, Hardwood Floor, On Site Laundry","Elevator, Garage Parking, On Site Laundry, Onsite Management",Dogs & Cats,43.74414952740791,-79.48988484059552
1450 Sheppard Avenue,"1450 Sheppard Ave W, Toronto, ON M3M 2X1",North York 3 Bedrooms,3 Bedrooms,1 Bathroom,"1,122 SQFT","$3,167","Assigned Parking, Balcony, Dishwasher, Hardwood Floor, On Site Laundry","Elevator, Garage Parking, On Site Laundry, Onsite Management",Dogs & Cats,43.74414952740791,-79.48988484059552
St,"38 Carluke Cres, Toronto, ON M2L 2J4",3 Bedroom,3 Bedrooms,2 Bathrooms,,"$2,700","Assigned Parking, Balcony, Hardwood Floor, On Site Laundry","Controlled Access, Elevator, Garage Parking, On Site Laundry, Onsite Management",Dogs & Cats,43.76079795340597,-79.38871675242898
7,"9 Crescent Pl, Toronto, ON M4C 5L8",Bachelor,Studios,1 Bathroom,420 SQFT,"$1,784","Assigned Parking, On Site Laundry","Garage Parking, On Site Laundry, Swimming Pool",No pets,43.69545,-79.29114
7,"9 Crescent Pl, Toronto, ON M4C 5L8",Jr 1 Bedroom,1 Bedrooms,1 Bathroom,561 SQFT,"$1,769","Assigned Parking, On Site Laundry","Garage Parking, On Site Laundry, Swimming Pool",No pets,43.69545,-79.29114
7,"9 Crescent Pl, Toronto, ON M4C 5L8",1 Bedroom,1 Bedrooms,1 Bathroom,698 SQFT,"$1,962","Assigned Parking, On Site Laundry","Garage Parking, On Site Laundry, Swimming Pool",No pets,43.69545,-79.29114
7,"9 Crescent Pl, Toronto, ON M4C 5L8",2 Bedroom,2 Bedrooms,1 Bathroom,960 SQFT,"$2,603","Assigned Parking, On Site Laundry","Garage Parking, On Site Laundry, Swimming Pool",No pets,43.69545,-79.29114
105 Rowena Drive,"105 Rowena Dr, Toronto, ON M3A 1R3",Signature Unit,1 Bedrooms,1 Bathroom,,"$1,700","Assigned Parking, Balcony, On Site Laundry","Controlled Access, Elevator, Garage Parking, On Site Laundry, Onsite Management",Dogs & Cats,43.75082,-79.31416
105 Rowena Drive,"105 Rowena Dr, Toronto, ON M3A 1R3",Signature Unit,2 Bedrooms,1 Bathroom,960 SQFT,"$2,000","Assigned Parking, Balcony, On Site Laundry","Controlled Access, Elevator, Garage Parking, On Site Laundry, Onsite Management",Dogs & Cats,43.75082,-79.31416
3,"7 Welsford Gdns, Toronto, ON M3A 3S1",Superior Suite,3 Bedrooms,"1 Full, 1 Half Bath","1,372 SQFT","$2,600","Air Conditioning, Assigned Parking, Dishwasher, In Unit Laundry, On Site Laundry","On Site Laundry, Onsite Management, Outdoor Space, Swimming Pool",No pets,43.7515,-79.3156
Gladstone Suites,"225 Gladstone Ave, Toronto, ON M6J 3L5",Bedroom for Rent,1 Bedrooms,1 Bathroom,,"$1,800","Assigned Parking, Balcony, Central Heat, Hardwood Floor","Onsite Management, Storage",Cats,43.64926440904007,-79.42961463424342
Gladstone Suites,"225 Gladstone Ave, Toronto, ON M6J 3L5",2 BEDROOM LARGE,5 Bedrooms,1 Bathroom,"1,000 SQFT","$3,599","Assigned Parking, Balcony, Central Heat, Hardwood Floor","Onsite Management, Storage",Cats,43.64926440904007,-79.42961463424342
Rosseau Road Inc,"26 12-26 Rosseau Rd., Toronto, ON M3H 3G2",One Bedroom,1 Bedrooms,1 Bathroom,,"$1,899","Assigned Parking, In Unit Laundry, On Site Laundry","On Site Laundry, Onsite Management",No pets,43.74324,-79.43776
Rosseau Road Inc,"26 12-26 Rosseau Rd., Toronto, ON M3H 3G2",Two Bedroom,2 Bedrooms,1 Bathroom,,"$2,199","Assigned Parking, In Unit Laundry, On Site Laundry","On Site Laundry, Onsite Management",No pets,43.74324,-79.43776
San Marino Apartments,"50 Trudelle St, Toronto, ON M1J 1Z3",1 Bedroom,1 Bedrooms,1 Bathroom,,"$1,800","Assigned Parking, Balcony, On Site Laundry","Elevator, Garage Parking, On Site Laundry",Dogs & Cats,43.74040820100656,-79.24053256694116
77 Erskine Avenue,"77 Erskine Ave, Toronto, ON M4P 1Y5",1 Bedroom,1 Bedrooms,1 Bathroom,,"$2,000","Hardwood Floor, On Site Laundry","Elevator, On Site Laundry",Dogs & Cats,43.71139,-79.39604
77 Erskine Avenue,"77 Erskine Ave, Toronto, ON M4P 1Y5",2 Bedroom,2 Bedrooms,1 Bathroom,,"$2,900","Hardwood Floor, On Site Laundry","Elevator, On Site Laundry",Dogs & Cats,43.71139,-79.39604
414 Jarvis Street,"414 Jarvis St, Toronto, ON M4Y 3C2",Bachelor,Studios,1 Bathroom,,"$1,800",,,Dogs & Cats,43.66477,-79.37813
414 Jarvis Street,"414 Jarvis St, Toronto, ON M4Y 3C2",1 Bedroom,1 Bedrooms,1 Bathroom,,"$1,900",,,Dogs & Cats,43.66477,-79.37813
414 Jarvis Street,"414 Jarvis St, Toronto, ON M4Y 3C2",2 Bedroom,2 Bedrooms,1 Bathroom,,"$2,900",,,Dogs & Cats,43.66477,-79.37813
Rideau Towers,"49 Thorncliffe Park Dr, Toronto, ON M4H 1J6",1 Bedroom,1 Bedrooms,1 Bathroom,704 SQFT,"$2,125—$2,520","Balcony, Ceiling Fan, On Site Laundry","On Site Laundry, Storage",Dogs & Cats,43.70196,-79.34234
Rideau Towers,"49 Thorncliffe Park Dr, Toronto, ON M4H 1J6",1 Bedroom Deluxe,1 Bedrooms,1 Bathroom,840 SQFT,"$2,150","Balcony, Ceiling Fan, On Site Laundry","On Site Laundry, Storage",Dogs & Cats,43.70196,-79.34234
Rideau Towers,"49 Thorncliffe Park Dr, Toronto, ON M4H 1J6",2 Bedroom,2 Bedrooms,1 Bathroom,"1,084 SQFT","$3,250","Balcony, Ceiling Fan, On Site Laundry","On Site Laundry, Storage",Dogs & Cats,43.70196,-79.34234
Rideau Towers,"49 Thorncliffe Park Dr, Toronto, ON M4H 1J6",2 Bedroom,2 Bedrooms,"1 Full, 1 Half Bath","1,084 SQFT","$3,250","Balcony, Ceiling Fan, On Site Laundry","On Site Laundry, Storage",Dogs & Cats,43.70196,-79.34234
Rideau Towers,"49 Thorncliffe Park Dr, Toronto, ON M4H 1J6",3 Bedroom,3 Bedrooms,2 Bathrooms,"1,260 SQFT","$3,780","Balcony, Ceiling Fan, On Site Laundry","On Site Laundry, Storage",Dogs & Cats,43.70196,-79.34234
1554,"1554 1554, 1560, 1570 & 1574 Bathurst St., Toronto, ON M5P 3H3",Bachelor,Studios,1 Bathroom,,"$1,825",,,Dogs & Cats,43.68495,-79.41924
1554,"1554 1554, 1560, 1570 & 1574 Bathurst St., Toronto, ON M5P 3H3",Jr. 1 Bedroom,1 Bedrooms,1 Bathroom,,"$2,000",,,Dogs & Cats,43.68495,-79.41924
1554,"1554 1554, 1560, 1570 & 1574 Bathurst St., Toronto, ON M5P 3H3",1 Bedroom,1 Bedrooms,1 Bathroom,,"$2,200",,,Dogs & Cats,43.68495,-79.41924
65 ,"75 Windermere Manor, Toronto, ON M6S 3J5",Bachelor,Studios,1 Bathroom,329 SQFT,"$1,650",,,Dogs & Cats,43.63960881625672,-79.47230117322216
65 ,"75 Windermere Manor, Toronto, ON M6S 3J5",1 Bedroom Without Balcony,1 Bedrooms,1 Bathroom,480 SQFT,"$1,799",,,Dogs & Cats,43.63960881625672,-79.47230117322216
88 Erskine Ave,"88 Erskine Ave, Toronto, ON M4P 1Y3",1 Bedroom,1 Bedrooms,1 Bathroom,550 SQFT,"$2,200",,,Dogs & Cats,43.71189573433503,-79.39563791553667
88 Erskine Ave,"88 Erskine Ave, Toronto, ON M4P 1Y3",Large 2 Bedroom,2 Bedrooms,2 Bathrooms,"1,037 SQFT","$2,975",,,Dogs & Cats,43.71189573433503,-79.39563791553667
1401 ,"1407 The Standard, Toronto, ON M6H 4J7",Bachelor,Studios,1 Bathroom,,"$1,650",,,Dogs & Cats,43.66622,-79.44757
1401 ,"1407 The Standard, Toronto, ON M6H 4J7",1 Bedroom,1 Bedrooms,1 Bathroom,,"$1,950",,,Dogs & Cats,43.66622,-79.44757
1401 ,"1407 The Standard, Toronto, ON M6H 4J7",2 Bedroom,2 Bedrooms,1 Bathroom,,"$2,400",,,Dogs & Cats,43.66622,-79.44757
4 Hill Heights,"4 Hill Heights Rd, Toronto, ON M8Y 1Z1",2 Bedroom,2 Bedrooms,1 Bathroom,,"$2,300",,,Dogs & Cats,43.63892,-79.49357
Rouge Valley Residence,"45 Generation Blvd, Toronto, ON M1B 2K5",2 Bedroom,2 Bedrooms,1 Bathroom,799 SQFT,"$2,300","Air Conditioning, Balcony, Carpet, Ceiling Fan, On Site Laundry","On Site Laundry, Outdoor Space, Storage, Swimming Pool",Dogs & Cats,43.80432,-79.16706
460 Eglinton Avenue East,"460 Eglinton Ave E, Toronto, ON M4P 1M3",2 Bedroom - 1 month FREE on SELECT units,2 Bedrooms,1 Bathroom,,"$2,620","Assigned Parking, Balcony, Hardwood Floor, On Site Laundry","Elevator, Garage Parking, On Site Laundry, Onsite Management, Storage",Dogs & Cats,43.709717910930536,-79.3840790308145
20 Carlton and 25 Wood Street,"20 20 Carlton and 25 Wood Street, Toronto, ON M4Y 2P9",Bachelor Apartment,Studios,1 Bathroom,,"$1,899","Air Conditioning, On Site Laundry","Controlled Access, Fitness Center, On Site Laundry, Roof Deck, Swimming Pool",Dogs & Cats,43.66217,-79.38212
20 Carlton and 25 Wood Street,"20 20 Carlton and 25 Wood Street, Toronto, ON M4Y 2P9",One Bedroom Apartment,1 Bedrooms,1 Bathroom,,"$2,150","Air Conditioning, On Site Laundry","Controlled Access, Fitness Center, On Site Laundry, Roof Deck, Swimming Pool",Dogs & Cats,43.66217,-79.38212
222 Wellesley Street East,"222 Wellesley St E, Toronto, ON M4X 1G4",1 bdrm Studio,Studios,1 Bathroom,379 SQFT,"$1,849","Balcony, Hardwood Floor, On Site Laundry",On Site Laundry,Dogs & Cats,43.66756598885074,-79.37278173271757
222 Wellesley Street East,"222 Wellesley St E, Toronto, ON M4X 1G4",1 bdrm jr no blcny,1 Bedrooms,1 Bathroom,593 SQFT,"$1,939","Balcony, Hardwood Floor, On Site Laundry",On Site Laundry,Dogs & Cats,43.66756598885074,-79.37278173271757
137 Isabella St,"137 Isabella St, Toronto, ON M4Y 1P5",Bachelor - fully Renovated,Studios,1 Bathroom,434 SQFT,"$1,795","Assigned Parking, On Site Laundry","Elevator, Garage Parking, On Site Laundry",Dogs & Cats,43.66929599010102,-79.37716850733416
137 Isabella St,"137 Isabella St, Toronto, ON M4Y 1P5",1 Bedroom,1 Bedrooms,1 Bathroom,600 SQFT,"$2,299","Assigned Parking, On Site Laundry","Elevator, Garage Parking, On Site Laundry",Dogs & Cats,43.66929599010102,-79.37716850733416
21 Tichester Road Toronto,"21 Tichester Rd, Toronto, ON M5P 1P3",Two Bedroom Apartment,2 Bedrooms,1 Bathroom,,"$2,500","Assigned Parking, Balcony, Hardwood Floor, On Site Laundry","Controlled Access, Elevator, Garage Parking, On Site Laundry, Onsite Management, Storage",Dogs & Cats,43.68572294003439,-79.41726222911376
90 Eastdale,"90 Eastdale Ave, Toronto, ON M4C 5A2",1 Bedroom Renovated,1 Bedrooms,1 Bathroom,618 SQFT,"$2,025","Balcony, Central Heat, Dishwasher, On Site Laundry","Controlled Access, Elevator, On Site Laundry, Onsite Management, Wheelchair Accessible",Dogs & Cats,43.69468506999427,-79.30082425695406
90 Eastdale,"90 Eastdale Ave, Toronto, ON M4C 5A2",1 Bedroom Large,1 Bedrooms,1 Bathroom,700 SQFT,"$2,050","Balcony, Central Heat, Dishwasher, On Site Laundry","Controlled Access, Elevator, On Site Laundry, Onsite Management, Wheelchair Accessible",Dogs & Cats,43.69468506999427,-79.30082425695406
90 Eastdale,"90 Eastdale Ave, Toronto, ON M4C 5A2",1 Bedroom Large Renovated,1 Bedrooms,1 Bathroom,700 SQFT,"$2,250","Balcony, Central Heat, Dishwasher, On Site Laundry","Controlled Access, Elevator, On Site Laundry, Onsite Management, Wheelchair Accessible",Dogs & Cats,43.69468506999427,-79.30082425695406
90 Eastdale,"90 Eastdale Ave, Toronto, ON M4C 5A2",1 Bedroom,1 Bedrooms,1 Bathroom,700 SQFT,"$2,300","Balcony, Central Heat, Dishwasher, On Site Laundry","Controlled Access, Elevator, On Site Laundry, Onsite Management, Wheelchair Accessible",Dogs & Cats,43.69468506999427,-79.30082425695406
345 Merton st,"345 Merton St, Toronto, ON M4S 1B5",Bachelor,Studios,1 Bathroom,450 SQFT,"$1,749","Assigned Parking, Balcony, Central Heat, Dishwasher, Hardwood Floor, On Site Laundry","Elevator, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Storage",Dogs & Cats,43.69816010218571,-79.38626658038434
345 Merton st,"345 Merton St, Toronto, ON M4S 1B5",One Bedroom,1 Bedrooms,1 Bathroom,500 SQFT,"$2,197","Assigned Parking, Balcony, Central Heat, Dishwasher, Hardwood Floor, On Site Laundry","Elevator, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Storage",Dogs & Cats,43.69816010218571,-79.38626658038434
345 Merton st,"345 Merton St, Toronto, ON M4S 1B5",Two Bedrooms,2 Bedrooms,1 Bathroom,900 SQFT,"$2,999","Assigned Parking, Balcony, Central Heat, Dishwasher, Hardwood Floor, On Site Laundry","Elevator, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Storage",Dogs & Cats,43.69816010218571,-79.38626658038434
90 Jameson Avenue,"90 Jameson Ave, Toronto, ON M6K 2X6",Jameson and Lakeshore Parkdale 1 Bedroom,1 Bedrooms,1 Bathroom,622 SQFT,"$1,949","Assigned Parking, Balcony, Dishwasher, On Site Laundry","Elevator, Garage Parking, On Site Laundry, Onsite Management, Wheelchair Accessible",Dogs & Cats,43.634657688683056,-79.43517010227369
260 Wellesley Street Residences,"260 Wellesley St E, Toronto, ON M4X 1G6",Bachelor,Studios,1 Bathroom,360 SQFT,"$1,800","Assigned Parking, Balcony, Central Heat, Hardwood Floor, On Site Laundry","Elevator, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Wheelchair Accessible",Dogs & Cats,43.66794529113128,-79.37104660962876
260 Wellesley Street Residences,"260 Wellesley St E, Toronto, ON M4X 1G6",Junior 1 Bedroom,1 Bedrooms,1 Bathroom,,"$2,000","Assigned Parking, Balcony, Central Heat, Hardwood Floor, On Site Laundry","Elevator, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Wheelchair Accessible",Dogs & Cats,43.66794529113128,-79.37104660962876
260 Wellesley Street Residences,"260 Wellesley St E, Toronto, ON M4X 1G6",1 Bedroom,1 Bedrooms,1 Bathroom,,"$2,200","Assigned Parking, Balcony, Central Heat, Hardwood Floor, On Site Laundry","Elevator, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Wheelchair Accessible",Dogs & Cats,43.66794529113128,-79.37104660962876
260 Wellesley Street Residences,"260 Wellesley St E, Toronto, ON M4X 1G6",2 Bedroom,2 Bedrooms,1 Bathroom,735 SQFT,"$2,700","Assigned Parking, Balcony, Central Heat, Hardwood Floor, On Site Laundry","Elevator, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Wheelchair Accessible",Dogs & Cats,43.66794529113128,-79.37104660962876
325,"270 Dufferin St, Toronto, ON M6K 0H8","325-270 Dufferin Street, Toronto, Ontario M6K 0H8",1 Bedrooms,1 Bathroom,550 SQFT,"$2,100","Air Conditioning, Balcony, Central Heat, Dishwasher, In Unit Laundry, On Site Laundry","Elevator, Fitness Center, On Site Laundry, Outdoor Space, Roof Deck, Storage",Dogs & Cats,43.638684847316085,-79.42737285291848
25 ,"35 5, Toronto, ON M9W None",Etobicoke 2 Bedrooms,2 Bedrooms,1 Bathroom,879 SQFT,"$2,149","Assigned Parking, On Site Laundry","Garage Parking, On Site Laundry, Onsite Management",Dogs & Cats,43.71856,-79.62002
730 Dovercourt Road,"730 Dovercourt Rd, Toronto, ON M6H 2W9",1 bdrm Studio,Studios,1 Bathroom,410 SQFT,"$1,929","Balcony, Hardwood Floor, On Site Laundry","On Site Laundry, Onsite Management, Storage",Dogs & Cats,43.65973162001284,-79.42887079312496
730 Dovercourt Road,"730 Dovercourt Rd, Toronto, ON M6H 2W9",1 Bedroom,1 Bedrooms,1 Bathroom,489 SQFT,"$2,079—$2,329","Balcony, Hardwood Floor, On Site Laundry","On Site Laundry, Onsite Management, Storage",Dogs & Cats,43.65973162001284,-79.42887079312496
730 Dovercourt Road,"730 Dovercourt Rd, Toronto, ON M6H 2W9",2 bdrm,2 Bedrooms,1 Bathroom,835 SQFT,"$2,699","Balcony, Hardwood Floor, On Site Laundry","On Site Laundry, Onsite Management, Storage",Dogs & Cats,43.65973162001284,-79.42887079312496
Royale Apartments,"368 Eglinton Ave E, Toronto, ON M4P 1L9",RENOVATED BACHELOR,Studios,1 Bathroom,,"$1,900","Assigned Parking, Hardwood Floor","Elevator, Garage Parking, Onsite Management, Wheelchair Accessible",Dogs & Cats,43.70917218904549,-79.38676478445984
Royale Apartments,"368 Eglinton Ave E, Toronto, ON M4P 1L9",JUNIOR 1 BEDROOM,1 Bedrooms,1 Bathroom,490 SQFT,"$2,000","Assigned Parking, Hardwood Floor","Elevator, Garage Parking, Onsite Management, Wheelchair Accessible",Dogs & Cats,43.70917218904549,-79.38676478445984
2701 Eglinton Avenue West,"2701 Eglinton Ave W, Toronto, ON M6M 1V2",1 Bedroom,1 Bedrooms,1 Bathroom,765 SQFT,"$2,059","Balcony, Dishwasher, On Site Laundry","On Site Laundry, Storage",Dogs & Cats,43.68955802591506,-79.47724844251951
Crestview Apartments,"37 Leacrest Rd. and 57-93 Mallory Cres., Toronto, ON M4G 1E5",Two Bedroom,2 Bedrooms,1 Bathroom,,"$2,400","Assigned Parking, Hardwood Floor, On Site Laundry","Garage Parking, On Site Laundry, Onsite Management, Storage",No pets,43.69643,-79.36889
650 Parliament Street Residences,"650 Parliament St, Toronto, ON M4X 1R3",Bachelor,Studios,1 Bathroom,,"$1,700","Assigned Parking, Balcony, Hardwood Floor, On Site Laundry","Elevator, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Wheelchair Accessible",Dogs & Cats,43.66982351147892,-79.37029549634444
650 Parliament Street Residences,"650 Parliament St, Toronto, ON M4X 1R3",Junior 1 Bedroom,1 Bedrooms,1 Bathroom,,"$2,020","Assigned Parking, Balcony, Hardwood Floor, On Site Laundry","Elevator, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Wheelchair Accessible",Dogs & Cats,43.66982351147892,-79.37029549634444
650 Parliament Street Residences,"650 Parliament St, Toronto, ON M4X 1R3",1 Bedroom,1 Bedrooms,1 Bathroom,660 SQFT,"$2,200","Assigned Parking, Balcony, Hardwood Floor, On Site Laundry","Elevator, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Wheelchair Accessible",Dogs & Cats,43.66982351147892,-79.37029549634444
Tichester Gardens,"31 Tichester Rd, Toronto, ON M5P 3L8",One Bedroom,1 Bedrooms,1 Bathroom,,"$1,799","Assigned Parking, Balcony, On Site Laundry","Elevator, Garage Parking, On Site Laundry, Onsite Management",Dogs & Cats,43.68545782662613,-79.41859228947096
Veerland Dr ,"Veerland Dr & Maple Leaf Dr, Toronto, ON M6L 1S1",2 Bedroom,2 Bedroom,1 Bathroom,"1,200 SQFT","$3,100","Air Conditioning, Assigned Parking, Central Heat, Dishwasher, Fireplace, Furnished, In Unit Laundry","On Site Laundry, Outdoor Space",Dogs & Cats,43.7128225,-79.4936188
35 Brian Peck Crescent,"35 Brian Peck Crescent, Toronto, ON M4G 0A5",2 Bedroom,2 Bedroom,3 Bathrooms,850 SQFT,"$2,800","Air Conditioning, Assigned Parking, Balcony, Central Heat, Dishwasher, Fitness Center, Hardwood Floor, High Ceilings, In Unit Laundry","Concierge Service, Elevator, Fitness Center, Garage Parking, Onsite Management, Package Service, Residents Lounge, Storage, Swimming Pool",No pets,43.7144646,-79.3551952
330 Richmond St W,"330 Richmond St W, Toronto, ON M5V 1X2",1 Bedroom,1 Bedroom,1 Bathroom,651 SQFT,"$2,750","Air Conditioning, Balcony, Deck, Dishwasher, Furnished, Hardwood Floor, High Ceilings, In Unit Laundry, On Site Laundry","Concierge Service, Controlled Access, Door Person, Elevator, Fitness Center, Garage Parking, Onsite Management, Outdoor Space, Residents Lounge, Roof Deck, Storage, Swimming Pool, Wheelchair Accessible",No pets,43.6489604,-79.392576
383 Old Weston Road,"383 Old Weston Road, Toronto, ON M6N 3A9",3 Bedroom,3 Bedroom,2 Bathrooms,980 SQFT,"$3,450","Air Conditioning, Assigned Parking, Balcony, Central Heat, Dishwasher, Fitness Center, Garden, Hardwood Floor, High Ceilings, In Unit Laundry, On Site Laundry, Outdoor Space","Business Center, Concierge Service, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Package Service, Roof Deck, Storage, Swimming Pool",Dogs & Cats,43.6743011,-79.4630384
Danforth Ave ,"Danforth Ave & Main St, Toronto, ON M4C 4Y6",Room in 1 Bedroom,Room in 1 Bedroom,2 Bathrooms,600 SQFT,"$1,100","Air Conditioning, Central Heat, Furnished, On Site Laundry",On Site Laundry,No pets,43.6881561,-79.3018044
11 Fourteenth Street ,"11 Fourteenth Street #Upper, Toronto, ON M8V 3H8",2 Bedroom,2 Bedroom,1 Bathroom,650 SQFT,"$3,000","Air Conditioning, Assigned Parking, Balcony, Central Heat, Dishwasher, Furnished, Hardwood Floor, High Ceilings, In Unit Laundry",Storage,Dogs & Cats,43.6003059,-79.5131361
1495 Dupont Street,"1495 Dupont Street, Toronto, ON M6P 3S2",1 Bedroom,1 Bedroom,1 Bathroom,—,"$2,275","Air Conditioning, Central Heat, Garden, In Unit Laundry, Outdoor Space",Outdoor Space,No pets,43.66567999999999,-79.45066249999999
650 Queens Quay W,"650 Queens Quay W, Toronto, ON M5V 3N2",1 Bedroom,1 Bedroom,2 Bathrooms,—,"$2,800","Air Conditioning, Central Heat, Dishwasher, Hardwood Floor, High Ceilings","Concierge Service, Elevator, Fitness Center, Garage Parking, Outdoor Space, Residents Lounge, Roof Deck",No pets,43.6356937,-79.3991174
Vermont ave,"Bathurst St & Dupont St #1, Toronto, ON M6G 1X7",1st floor,2 Bedrooms,1 Bathroom,,"$3,200","Air Conditioning, Balcony, Central Heat, Dishwasher, Garden, Hardwood Floor","On Site Laundry, Outdoor Space",Dogs & Cats,43.6731355,-79.41435030000001
188 Doris Avenue ,"188 Doris Avenue #1205, Toronto, ON M2N 6Z5",1 Bedroom,1 Bedroom,2 Bathrooms,700 SQFT,"$2,800","Air Conditioning, Assigned Parking, Balcony, Central Heat, Dishwasher, Fitness Center, Furnished, Hardwood Floor, High Ceilings, In Unit Laundry, Walk In Closets","Elevator, Fitness Center, Garage Parking, Swimming Pool",No pets,43.7674356,-79.4106943
159 Dundas Street East,"159 Dundas Street East, Toronto, ON M5B 0A9",1 Bedroom,1 Bedroom,1 Bathroom,580 SQFT,"$2,450","Air Conditioning, Balcony, Central Heat, Dishwasher, Fitness Center, Hardwood Floor, High Ceilings, In Unit Laundry, Outdoor Space","Business Center, Concierge Service, Controlled Access, Elevator, Fitness Center, Garage Parking, Onsite Management, Outdoor Space, Package Service, Residents Lounge, Roof Deck, Storage, Swimming Pool",No pets,43.6568285,-79.37501519999999
12 Douro Street,"12 Douro Street, Toronto, ON M6K 0A1",2 Bedroom,2 Bedroom,1 Bathroom,699 SQFT,"$3,350","Air Conditioning, Assigned Parking, Balcony, Central Heat, Dishwasher, Garden, Hardwood Floor, In Unit Laundry, On Site Laundry, Outdoor Space, Walk In Closets","Controlled Access, Garage Parking, On Site Laundry, Outdoor Space, Storage, Wheelchair Accessible",No pets,43.6408985,-79.4123979
93 Raymore Drive ,"93 Raymore Drive #Lower, Toronto, ON M9P 1W8",Studio,Studio,1 Bathroom,550 SQFT,"$2,050",,,No pets,43.6965318,-79.5156919
150 Carsbrooke Rd,"150 Carsbrooke Rd, Toronto, ON M9C 1G9",3 Bedroom,3 Bedroom,2 Bathrooms,"1,700 SQFT","$3,900",,,No pets,43.65203225280538,-79.57305528223515
286 Main Street,"286 Main Street, Toronto, ON M4C 4X4",1 Bedroom,1 Bedroom,2 Bathrooms,637 SQFT,"$2,800","Air Conditioning, Balcony, Central Heat, Dishwasher, Fitness Center, Hardwood Floor, High Ceilings, In Unit Laundry, Outdoor Space","Concierge Service, Elevator, Fitness Center, Garage Parking, Onsite Management, Outdoor Space, Package Service, Residents Lounge, Roof Deck",No pets,43.6875805,-79.30153729999999
256 Jarvis Street ,"256 Jarvis Street #15D, Toronto, ON M5B 2J4",2 Bedroom,2 Bedroom,2 Bathrooms,"1,800 SQFT","$3,900","Air Conditioning, Assigned Parking, Central Heat, Dishwasher, Fitness Center, Hardwood Floor, In Unit Laundry, On Site Laundry","Controlled Access, Elevator, Fitness Center, Garage Parking, Onsite Management, Roof Deck",No pets,43.659361,-79.3759018
Keele St ,"Keele St & Annette St, Toronto, ON M6P 1P2",1 Bedroom,1 Bedroom,1 Bathroom,500 SQFT,"$2,250",,,No pets,43.663782,-79.4644211
286 Main Street,"286 Main Street, Toronto, ON M4C 4X4",1 Bedroom,1 Bedroom,1 Bathroom,635 SQFT,"$2,400","Air Conditioning, Balcony, Central Heat, Dishwasher, Fitness Center, Hardwood Floor, High Ceilings, In Unit Laundry, Outdoor Space","Concierge Service, Elevator, Fitness Center, Garage Parking, Onsite Management, Outdoor Space, Package Service, Residents Lounge, Roof Deck",No pets,43.6875805,-79.30153729999999
35 Hallam Street,"35 Hallam Street, Toronto, ON M6G 1W1",2 Bedroom,2 Bedroom,1 Bathroom,900 SQFT,"$3,695","Air Conditioning, Assigned Parking, Dishwasher, Garden, Hardwood Floor, High Ceilings, In Unit Laundry, On Site Laundry, Outdoor Space","Garage Parking, On Site Laundry, Outdoor Space",Dogs & Cats,43.6679696,-79.4271162
70 Town Centre Court ,"70 Town Centre Court #517, Toronto, ON M1P 0B2",Studio,Studio,1 Bathroom,350 SQFT,"$1,990","Air Conditioning, Balcony, Central Heat, Dishwasher, Fitness Center, Hardwood Floor, In Unit Laundry","Concierge Service, Controlled Access, Elevator, Fitness Center, Onsite Management, Package Service, Residents Lounge",No pets,43.7737121,-79.2554562
47 Blake Street ,"47 Blake Street #47, Toronto, ON M4J 3E2",1 Bedroom,1 Bedroom,1 Bathroom,"1,300 SQFT","$2,950","Air Conditioning, Assigned Parking, Balcony, Central Heat, High Ceilings, In Unit Laundry, On Site Laundry, Outdoor Space","On Site Laundry, Onsite Management, Outdoor Space, Wheelchair Accessible",Dogs & Cats,43.6734117,-79.33820000000003
1079 Davenport Road,"1079 Davenport Road, Toronto, ON M6G 2C2",1 Bedroom,1 Bedroom,1 Bathroom,700 SQFT,"$2,300",,,Dogs & Cats,43.67457590000001,-79.4279238
20 Bruyeres Mews,"20 Bruyeres Mews, Toronto, ON M5V 0G8",1 Bedroom,1 Bedroom,1 Bathroom,650 SQFT,"$2,700",,,Dogs & Cats,43.6375861,-79.4010416
1708 Dundas Street East,"1708 Dundas Street East, Toronto, ON M4L 1L6",1 Bedroom,1 Bedroom,1 Bathroom,400 SQFT,"$1,899",,,No pets,43.6678202,-79.3252028
